name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,year,month,region,civ_death,civ_cases,civ_hosp,civ_tests,Design capacity 2000/a,Design capacity 2005/a,Percent of design capacity occupied 2000,Percent of design capacity occupied 2005,Rated capacity 2000,Rated capacity 2005,Percent of rated capacity occupied 2000,Percent of rated capacity occupied 2005,Total_18,Male_18,Female_18,Total_19,Male_19,Female_19,Total number of facilities,Facilities operating one or more work programs,Inmates participating in one or more work programs,Prison industries,Support services,Farming ,Public works,Other work programs ,No work programs,phone_rate_avg,Latitude,Longitude
New Mexico,NM,0.0,259.0,348.0,0.0,3793.0,750.0,1050.0,12.0,2020-12-28,2020.0,12.0,West,909,45769,2907,411921,5905.0,6035.0,87.0,119.0,6071.0,7357.0,85.0,98.0,7030.0,6256.0,774.0,6723.0,6046.0,677.0,11.0,9.0,3131.0,6.0,8.0,0.0,5.0,1.0,0.0,0.79,34.5,-106.0
New Mexico,NM,0.0,65.0,160.0,0.0,4414.0,260.0,645.0,3.0,2021-01-26,2021.0,1.0,West,806,31200,2386,373243,5905.0,6035.0,87.0,119.0,6071.0,7357.0,85.0,98.0,7030.0,6256.0,774.0,6723.0,6046.0,677.0,11.0,9.0,3131.0,6.0,8.0,0.0,5.0,1.0,0.0,0.79,34.5,-106.0
New York,NY,,1005.0,0.0,2.0,525.0,367.0,0.0,10.0,2020-04-29,2020.0,4.0,Northeast,16771,228577,60315,0,55299.0,57705.0,130.0,111.0,69014.0,63458.0,104.0,101.0,46636.0,44544.0,2092.0,43500.0,41572.0,1928.0,77.0,72.0,30738.0,20.0,69.0,13.0,31.0,7.0,1.0,0.72,43.0,-75.49
New York,NY,,230.0,0.0,2.0,602.0,123.0,0.0,6.0,2020-05-27,2020.0,5.0,Northeast,5584,66398,12190,0,55299.0,57705.0,130.0,111.0,69014.0,63458.0,104.0,101.0,46636.0,44544.0,2092.0,43500.0,41572.0,1928.0,77.0,72.0,30738.0,20.0,69.0,13.0,31.0,7.0,1.0,0.72,43.0,-75.49
New York,NY,,23.0,133.0,1.0,266.0,26.0,81.0,0.0,2020-06-30,2020.0,6.0,Northeast,950,22684,405,0,55299.0,57705.0,130.0,111.0,69014.0,63458.0,104.0,101.0,46636.0,44544.0,2092.0,43500.0,41572.0,1928.0,77.0,72.0,30738.0,20.0,69.0,13.0,31.0,7.0,1.0,0.72,43.0,-75.49
New York,NY,,10.0,5.0,0.0,4409.0,85.0,42.0,1.0,2020-07-28,2020.0,7.0,Northeast,295,21560,0,0,55299.0,57705.0,130.0,111.0,69014.0,63458.0,104.0,101.0,46636.0,44544.0,2092.0,43500.0,41572.0,1928.0,77.0,72.0,30738.0,20.0,69.0,13.0,31.0,7.0,1.0,0.72,43.0,-75.49
New York,NY,,10.0,25.0,0.0,2726.0,151.0,201.0,0.0,2020-08-25,2020.0,8.0,Northeast,178,19742,0,0,55299.0,57705.0,130.0,111.0,69014.0,63458.0,104.0,101.0,46636.0,44544.0,2092.0,43500.0,41572.0,1928.0,77.0,72.0,30738.0,20.0,69.0,13.0,31.0,7.0,1.0,0.72,43.0,-75.49
New York,NY,,14.0,27.0,0.0,6726.0,20.0,18.0,0.0,2020-09-29,2020.0,9.0,Northeast,151,23893,0,0,55299.0,57705.0,130.0,111.0,69014.0,63458.0,104.0,101.0,46636.0,44544.0,2092.0,43500.0,41572.0,1928.0,77.0,72.0,30738.0,20.0,69.0,13.0,31.0,7.0,1.0,0.72,43.0,-75.49
New York,NY,,147.0,49.0,0.0,10503.0,791.0,61.0,1.0,2020-10-27,2020.0,10.0,Northeast,328,48831,0,0,55299.0,57705.0,130.0,111.0,69014.0,63458.0,104.0,101.0,46636.0,44544.0,2092.0,43500.0,41572.0,1928.0,77.0,72.0,30738.0,20.0,69.0,13.0,31.0,7.0,1.0,0.72,43.0,-75.49
New York,NY,,241.0,165.0,0.0,9811.0,171.0,804.0,0.0,2020-11-24,2020.0,11.0,Northeast,940,140500,0,0,55299.0,57705.0,130.0,111.0,69014.0,63458.0,104.0,101.0,46636.0,44544.0,2092.0,43500.0,41572.0,1928.0,77.0,72.0,30738.0,20.0,69.0,13.0,31.0,7.0,1.0,0.72,43.0,-75.49
New York,NY,,1237.0,507.0,1.0,11050.0,1208.0,535.0,3.0,2020-12-29,2020.0,12.0,Northeast,3293,326234,0,0,55299.0,57705.0,130.0,111.0,69014.0,63458.0,104.0,101.0,46636.0,44544.0,2092.0,43500.0,41572.0,1928.0,77.0,72.0,30738.0,20.0,69.0,13.0,31.0,7.0,1.0,0.72,43.0,-75.49
New York,NY,,1230.0,1627.0,1.0,10079.0,1863.0,1676.0,9.0,2021-01-26,2021.0,1.0,Northeast,5138,436442,0,0,55299.0,57705.0,130.0,111.0,69014.0,63458.0,104.0,101.0,46636.0,44544.0,2092.0,43500.0,41572.0,1928.0,77.0,72.0,30738.0,20.0,69.0,13.0,31.0,7.0,1.0,0.72,43.0,-75.49
North Carolina,NC,0.0,29.0,0.0,0.0,1042.0,596.0,0.0,2.0,2020-04-29,2020.0,4.0,South,370,9011,0,0,31810.0,36832.0,97.0,104.0,33759.0,40084.0,91.0,95.0,34899.0,32171.0,2728.0,34079.0,31398.0,2681.0,88.0,82.0,20502.0,21.0,77.0,4.0,56.0,13.0,1.0,2.45,35.5,-80.0
North Carolina,NC,0.0,123.0,0.0,1.0,233.0,54.0,0.0,3.0,2020-05-27,2020.0,5.0,South,508,18080,0,416289,31810.0,36832.0,97.0,104.0,33759.0,40084.0,91.0,95.0,34899.0,32171.0,2728.0,34079.0,31398.0,2681.0,88.0,82.0,20502.0,21.0,77.0,4.0,56.0,13.0,1.0,2.45,35.5,-80.0
North Carolina,NC,2170.0,47.0,35.0,0.0,3189.0,149.0,167.0,0.0,2020-06-30,2020.0,6.0,South,457,36081,0,493744,31810.0,36832.0,97.0,104.0,33759.0,40084.0,91.0,95.0,34899.0,32171.0,2728.0,34079.0,31398.0,2681.0,88.0,82.0,20502.0,21.0,77.0,4.0,56.0,13.0,1.0,2.45,35.5,-80.0
North Carolina,NC,8643.0,157.0,108.0,0.0,21765.0,608.0,144.0,3.0,2020-07-28,2020.0,7.0,South,581,57478,0,847069,31810.0,36832.0,97.0,104.0,33759.0,40084.0,91.0,95.0,34899.0,32171.0,2728.0,34079.0,31398.0,2681.0,88.0,82.0,20502.0,21.0,77.0,4.0,56.0,13.0,1.0,2.45,35.5,-80.0
North Carolina,NC,0.0,216.0,230.0,0.0,6692.0,412.0,637.0,2.0,2020-08-25,2020.0,8.0,South,778,45165,0,499070,31810.0,36832.0,97.0,104.0,33759.0,40084.0,91.0,95.0,34899.0,32171.0,2728.0,34079.0,31398.0,2681.0,88.0,82.0,20502.0,21.0,77.0,4.0,56.0,13.0,1.0,2.45,35.5,-80.0
North Carolina,NC,0.0,377.0,228.0,0.0,1182.0,1056.0,827.0,4.0,2020-09-29,2020.0,9.0,South,830,43319,0,773770,31810.0,36832.0,97.0,104.0,33759.0,40084.0,91.0,95.0,34899.0,32171.0,2728.0,34079.0,31398.0,2681.0,88.0,82.0,20502.0,21.0,77.0,4.0,56.0,13.0,1.0,2.45,35.5,-80.0
North Carolina,NC,0.0,284.0,285.0,1.0,18869.0,1235.0,856.0,4.0,2020-10-27,2020.0,10.0,South,846,64003,0,1013756,31810.0,36832.0,97.0,104.0,33759.0,40084.0,91.0,95.0,34899.0,32171.0,2728.0,34079.0,31398.0,2681.0,88.0,82.0,20502.0,21.0,77.0,4.0,56.0,13.0,1.0,2.45,35.5,-80.0
North Carolina,NC,0.0,327.0,230.0,2.0,7566.0,1212.0,1030.0,6.0,2020-11-24,2020.0,11.0,South,883,89877,0,1251592,31810.0,36832.0,97.0,104.0,33759.0,40084.0,91.0,95.0,34899.0,32171.0,2728.0,34079.0,31398.0,2681.0,88.0,82.0,20502.0,21.0,77.0,4.0,56.0,13.0,1.0,2.45,35.5,-80.0
North Carolina,NC,21341.0,879.0,600.0,3.0,18917.0,2098.0,1964.0,8.0,2020-12-29,2020.0,12.0,South,1487,175033,0,1603219,31810.0,36832.0,97.0,104.0,33759.0,40084.0,91.0,95.0,34899.0,32171.0,2728.0,34079.0,31398.0,2681.0,88.0,82.0,20502.0,21.0,77.0,4.0,56.0,13.0,1.0,2.45,35.5,-80.0
North Carolina,NC,17141.0,809.0,940.0,0.0,12520.0,1283.0,1050.0,10.0,2021-01-26,2021.0,1.0,South,2587,217981,0,1964559,31810.0,36832.0,97.0,104.0,33759.0,40084.0,91.0,95.0,34899.0,32171.0,2728.0,34079.0,31398.0,2681.0,88.0,82.0,20502.0,21.0,77.0,4.0,56.0,13.0,1.0,2.45,35.5,-80.0
North Dakota,ND,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2020-04-27,2020.0,4.0,Midwest,16,950,64,25341,390.0,1455.0,254.0,97.0,907.0,1455.0,109.0,97.0,1695.0,1499.0,196.0,1794.0,1585.0,209.0,8.0,6.0,796.0,4.0,5.0,0.0,0.0,1.0,2.0,4.85,47.5,-100.0
North Dakota,ND,348.0,2.0,0.0,0.0,930.0,4.0,0.0,0.0,2020-05-26,2020.0,5.0,Midwest,45,1507,82,65213,390.0,1455.0,254.0,97.0,907.0,1455.0,109.0,97.0,1695.0,1499.0,196.0,1794.0,1585.0,209.0,8.0,6.0,796.0,4.0,5.0,0.0,0.0,1.0,2.0,4.85,47.5,-100.0
North Dakota,ND,234.0,0.0,0.0,0.0,807.0,3.0,5.0,0.0,2020-06-30,2020.0,6.0,Midwest,24,998,64,87622,390.0,1455.0,254.0,97.0,907.0,1455.0,109.0,97.0,1695.0,1499.0,196.0,1794.0,1585.0,209.0,8.0,6.0,796.0,4.0,5.0,0.0,0.0,1.0,2.0,4.85,47.5,-100.0
North Dakota,ND,402.0,4.0,3.0,0.0,731.0,1.0,2.0,0.0,2020-07-28,2020.0,7.0,Midwest,19,2882,133,127956,390.0,1455.0,254.0,97.0,907.0,1455.0,109.0,97.0,1695.0,1499.0,196.0,1794.0,1585.0,209.0,8.0,6.0,796.0,4.0,5.0,0.0,0.0,1.0,2.0,4.85,47.5,-100.0
North Dakota,ND,2855.0,8.0,8.0,0.0,2852.0,3.0,4.0,0.0,2020-08-25,2020.0,8.0,Midwest,40,5336,190,161023,390.0,1455.0,254.0,97.0,907.0,1455.0,109.0,97.0,1695.0,1499.0,196.0,1794.0,1585.0,209.0,8.0,6.0,796.0,4.0,5.0,0.0,0.0,1.0,2.0,4.85,47.5,-100.0
North Dakota,ND,3111.0,31.0,21.0,0.0,2991.0,13.0,13.0,0.0,2020-09-30,2020.0,9.0,Midwest,102,10013,305,165121,390.0,1455.0,254.0,97.0,907.0,1455.0,109.0,97.0,1695.0,1499.0,196.0,1794.0,1585.0,209.0,8.0,6.0,796.0,4.0,5.0,0.0,0.0,1.0,2.0,4.85,47.5,-100.0
North Dakota,ND,2369.0,67.0,46.0,0.0,3009.0,78.0,0.0,0.0,2020-10-27,2020.0,10.0,Midwest,280,22391,759,230431,390.0,1455.0,254.0,97.0,907.0,1455.0,109.0,97.0,1695.0,1499.0,196.0,1794.0,1585.0,209.0,8.0,6.0,796.0,4.0,5.0,0.0,0.0,1.0,2.0,4.85,47.5,-100.0
North Dakota,ND,2248.0,98.0,79.0,0.0,3938.0,373.0,267.0,0.0,2020-11-25,2020.0,11.0,Midwest,404,36485,1090,277451,390.0,1455.0,254.0,97.0,907.0,1455.0,109.0,97.0,1695.0,1499.0,196.0,1794.0,1585.0,209.0,8.0,6.0,796.0,4.0,5.0,0.0,0.0,1.0,2.0,4.85,47.5,-100.0
North Dakota,ND,2475.0,28.0,67.0,0.0,3828.0,138.0,316.0,1.0,2020-12-29,2020.0,12.0,Midwest,356,11816,844,169304,390.0,1455.0,254.0,97.0,907.0,1455.0,109.0,97.0,1695.0,1499.0,196.0,1794.0,1585.0,209.0,8.0,6.0,796.0,4.0,5.0,0.0,0.0,1.0,2.0,4.85,47.5,-100.0
North Dakota,ND,2222.0,22.0,27.0,1.0,2855.0,4.0,6.0,0.0,2021-01-26,2021.0,1.0,Midwest,153,5135,228,117686,390.0,1455.0,254.0,97.0,907.0,1455.0,109.0,97.0,1695.0,1499.0,196.0,1794.0,1585.0,209.0,8.0,6.0,796.0,4.0,5.0,0.0,0.0,1.0,2.0,4.85,47.5,-100.0
Ohio,OH,,366.0,0.0,2.0,5659.0,3890.0,0.0,28.0,2020-04-29,2020.0,4.0,Midwest,920,15828,2948,110274,30506.0,30506.0,157.0,0.0,40707.0,36561.0,118.0,122.0,50431.0,46153.0,4278.0,50338.0,46072.0,4266.0,59.0,44.0,34510.0,17.0,36.0,9.0,22.0,18.0,10.0,2.03,40.25,-83.0
Ohio,OH,,241.0,0.0,2.0,3667.0,804.0,0.0,42.0,2020-05-27,2020.0,5.0,Midwest,1180,17486,2516,284324,30506.0,30506.0,157.0,0.0,40707.0,36561.0,118.0,122.0,50431.0,46153.0,4278.0,50338.0,46072.0,4266.0,59.0,44.0,34510.0,17.0,36.0,9.0,22.0,18.0,10.0,2.03,40.25,-83.0
Ohio,OH,,139.0,194.0,1.0,5252.0,308.0,109.0,12.0,2020-06-30,2020.0,6.0,Midwest,708,16276,1790,403112,30506.0,30506.0,157.0,0.0,40707.0,36561.0,118.0,122.0,50431.0,46153.0,4278.0,50338.0,46072.0,4266.0,59.0,44.0,34510.0,17.0,36.0,9.0,22.0,18.0,10.0,2.03,40.25,-83.0
Ohio,OH,,141.0,113.0,0.0,4506.0,193.0,54.0,2.0,2020-07-28,2020.0,7.0,Midwest,626,39370,2951,700861,30506.0,30506.0,157.0,0.0,40707.0,36561.0,118.0,122.0,50431.0,46153.0,4278.0,50338.0,46072.0,4266.0,59.0,44.0,34510.0,17.0,36.0,9.0,22.0,18.0,10.0,2.03,40.25,-83.0
Ohio,OH,,112.0,136.0,0.0,5310.0,588.0,202.0,5.0,2020-08-25,2020.0,8.0,Midwest,649,31998,2586,772921,30506.0,30506.0,157.0,0.0,40707.0,36561.0,118.0,122.0,50431.0,46153.0,4278.0,50338.0,46072.0,4266.0,59.0,44.0,34510.0,17.0,36.0,9.0,22.0,18.0,10.0,2.03,40.25,-83.0
Ohio,OH,,142.0,178.0,0.0,6883.0,535.0,486.0,11.0,2020-09-29,2020.0,9.0,Midwest,666,30830,2140,903527,30506.0,30506.0,157.0,0.0,40707.0,36561.0,118.0,122.0,50431.0,46153.0,4278.0,50338.0,46072.0,4266.0,59.0,44.0,34510.0,17.0,36.0,9.0,22.0,18.0,10.0,2.03,40.25,-83.0
Ohio,OH,,253.0,192.0,0.0,6299.0,516.0,369.0,7.0,2020-10-27,2020.0,10.0,Midwest,497,61710,3616,1264815,30506.0,30506.0,157.0,0.0,40707.0,36561.0,118.0,122.0,50431.0,46153.0,4278.0,50338.0,46072.0,4266.0,59.0,44.0,34510.0,17.0,36.0,9.0,22.0,18.0,10.0,2.03,40.25,-83.0
Ohio,OH,,796.0,458.0,0.0,5629.0,729.0,351.0,6.0,2020-11-24,2020.0,11.0,Midwest,1128,205366,7732,1669626,30506.0,30506.0,157.0,0.0,40707.0,36561.0,118.0,122.0,50431.0,46153.0,4278.0,50338.0,46072.0,4266.0,59.0,44.0,34510.0,17.0,36.0,9.0,22.0,18.0,10.0,2.03,40.25,-83.0
Ohio,OH,,1491.0,1332.0,3.0,7035.0,1187.0,985.0,14.0,2020-12-29,2020.0,12.0,Midwest,2533,279317,11470,1545514,30506.0,30506.0,157.0,0.0,40707.0,36561.0,118.0,122.0,50431.0,46153.0,4278.0,50338.0,46072.0,4266.0,59.0,44.0,34510.0,17.0,36.0,9.0,22.0,18.0,10.0,2.03,40.25,-83.0
Ohio,OH,,643.0,1021.0,1.0,4773.0,446.0,344.0,5.0,2021-01-26,2021.0,1.0,Midwest,2213,195412,7881,1391486,30506.0,30506.0,157.0,0.0,40707.0,36561.0,118.0,122.0,50431.0,46153.0,4278.0,50338.0,46072.0,4266.0,59.0,44.0,34510.0,17.0,36.0,9.0,22.0,18.0,10.0,2.03,40.25,-83.0
Oklahoma,OK,0.0,9.0,0.0,0.0,694.0,2.0,0.0,0.0,2020-04-28,2020.0,4.0,South,199,3053,526,63779,22656.0,23399.0,105.0,107.0,25062.0,26163.0,95.0,96.0,26956.0,23860.0,3096.0,25679.0,23009.0,2670.0,53.0,52.0,18201.0,13.0,42.0,14.0,35.0,10.0,1.0,3.0,35.5,-97.5
Oklahoma,OK,0.0,1.0,0.0,0.0,833.0,0.0,0.0,0.0,2020-05-27,2020.0,5.0,South,112,2888,282,130717,22656.0,23399.0,105.0,107.0,25062.0,26163.0,95.0,96.0,26956.0,23860.0,3096.0,25679.0,23009.0,2670.0,53.0,52.0,18201.0,13.0,42.0,14.0,35.0,10.0,1.0,3.0,35.5,-97.5
Oklahoma,OK,0.0,6.0,0.0,0.0,1467.0,5.0,1.0,0.0,2020-06-30,2020.0,6.0,South,53,7251,535,149127,22656.0,23399.0,105.0,107.0,25062.0,26163.0,95.0,96.0,26956.0,23860.0,3096.0,25679.0,23009.0,2670.0,53.0,52.0,18201.0,13.0,42.0,14.0,35.0,10.0,1.0,3.0,35.5,-97.5
Oklahoma,OK,0.0,42.0,0.0,0.0,2992.0,110.0,10.0,0.0,2020-07-28,2020.0,7.0,South,154,22730,1641,288912,22656.0,23399.0,105.0,107.0,25062.0,26163.0,95.0,96.0,26956.0,23860.0,3096.0,25679.0,23009.0,2670.0,53.0,52.0,18201.0,13.0,42.0,14.0,35.0,10.0,1.0,3.0,35.5,-97.5
Oklahoma,OK,0.0,95.0,0.0,0.0,2929.0,562.0,198.0,0.0,2020-08-25,2020.0,8.0,South,259,22246,1660,242141,22656.0,23399.0,105.0,107.0,25062.0,26163.0,95.0,96.0,26956.0,23860.0,3096.0,25679.0,23009.0,2670.0,53.0,52.0,18201.0,13.0,42.0,14.0,35.0,10.0,1.0,3.0,35.5,-97.5
Oklahoma,OK,0.0,145.0,71.0,3.0,6697.0,2950.0,2629.0,10.0,2020-09-29,2020.0,9.0,South,231,28466,1628,342905,22656.0,23399.0,105.0,107.0,25062.0,26163.0,95.0,96.0,26956.0,23860.0,3096.0,25679.0,23009.0,2670.0,53.0,52.0,18201.0,13.0,42.0,14.0,35.0,10.0,1.0,3.0,35.5,-97.5
Oklahoma,OK,589.0,100.0,53.0,0.0,3525.0,891.0,815.0,14.0,2020-10-27,2020.0,10.0,South,306,35563,2440,415120,22656.0,23399.0,105.0,107.0,25062.0,26163.0,95.0,96.0,26956.0,23860.0,3096.0,25679.0,23009.0,2670.0,53.0,52.0,18201.0,13.0,42.0,14.0,35.0,10.0,1.0,3.0,35.5,-97.5
Oklahoma,OK,2196.0,192.0,0.0,0.0,3316.0,1280.0,0.0,9.0,2020-11-24,2020.0,11.0,South,406,74983,3369,439236,22656.0,23399.0,105.0,107.0,25062.0,26163.0,95.0,96.0,26956.0,23860.0,3096.0,25679.0,23009.0,2670.0,53.0,52.0,18201.0,13.0,42.0,14.0,35.0,10.0,1.0,3.0,35.5,-97.5
Oklahoma,OK,3423.0,216.0,0.0,0.0,3768.0,994.0,0.0,10.0,2020-12-29,2020.0,12.0,South,746,93191,4801,597233,22656.0,23399.0,105.0,107.0,25062.0,26163.0,95.0,96.0,26956.0,23860.0,3096.0,25679.0,23009.0,2670.0,53.0,52.0,18201.0,13.0,42.0,14.0,35.0,10.0,1.0,3.0,35.5,-97.5
Oklahoma,OK,1951.0,126.0,0.0,0.0,1178.0,169.0,0.0,2.0,2021-01-26,2021.0,1.0,South,1058,98536,4862,496830,22656.0,23399.0,105.0,107.0,25062.0,26163.0,95.0,96.0,26956.0,23860.0,3096.0,25679.0,23009.0,2670.0,53.0,52.0,18201.0,13.0,42.0,14.0,35.0,10.0,1.0,3.0,35.5,-97.5
Oregon,OR,,15.0,0.0,0.0,116.0,21.0,0.0,0.0,2020-04-29,2020.0,4.0,West,85,1840,429,65511,10193.0,12302.0,97.0,106.0,11381.0,13562.0,87.0,96.0,15268.0,14022.0,1246.0,14961.0,13740.0,1221.0,15.0,14.0,4954.0,7.0,13.0,3.0,10.0,2.0,1.0,2.4,44.0,-120.5
Oregon,OR,,28.0,0.0,0.0,466.0,133.0,0.0,1.0,2020-05-27,2020.0,5.0,West,52,1739,209,113453,10193.0,12302.0,97.0,106.0,11381.0,13562.0,87.0,96.0,15268.0,14022.0,1246.0,14961.0,13740.0,1221.0,15.0,14.0,4954.0,7.0,13.0,3.0,10.0,2.0,1.0,2.4,44.0,-120.5
Oregon,OR,,12.0,31.0,0.0,243.0,24.0,108.0,0.0,2020-06-29,2020.0,6.0,West,51,4300,247,178157,10193.0,12302.0,97.0,106.0,11381.0,13562.0,87.0,96.0,15268.0,14022.0,1246.0,14961.0,13740.0,1221.0,15.0,14.0,4954.0,7.0,13.0,3.0,10.0,2.0,1.0,2.4,44.0,-120.5
Oregon,OR,,54.0,11.0,0.0,1472.0,234.0,162.0,0.0,2020-07-28,2020.0,7.0,West,112,9646,562,267105,10193.0,12302.0,97.0,106.0,11381.0,13562.0,87.0,96.0,15268.0,14022.0,1246.0,14961.0,13740.0,1221.0,15.0,14.0,4954.0,7.0,13.0,3.0,10.0,2.0,1.0,2.4,44.0,-120.5
Oregon,OR,,76.0,88.0,0.0,1300.0,224.0,197.0,2.0,2020-08-25,2020.0,8.0,West,142,8423,521,227623,10193.0,12302.0,97.0,106.0,11381.0,13562.0,87.0,96.0,15268.0,14022.0,1246.0,14961.0,13740.0,1221.0,15.0,14.0,4954.0,7.0,13.0,3.0,10.0,2.0,1.0,2.4,44.0,-120.5
Oregon,OR,,74.0,95.0,0.0,2729.0,338.0,357.0,6.0,2020-09-29,2020.0,9.0,West,97,6737,450,218124,10193.0,12302.0,97.0,106.0,11381.0,13562.0,87.0,96.0,15268.0,14022.0,1246.0,14961.0,13740.0,1221.0,15.0,14.0,4954.0,7.0,13.0,3.0,10.0,2.0,1.0,2.4,44.0,-120.5
Oregon,OR,,39.0,46.0,0.0,2145.0,270.0,249.0,7.0,2020-10-27,2020.0,10.0,West,120,11098,646,368644,10193.0,12302.0,97.0,106.0,11381.0,13562.0,87.0,96.0,15268.0,14022.0,1246.0,14961.0,13740.0,1221.0,15.0,14.0,4954.0,7.0,13.0,3.0,10.0,2.0,1.0,2.4,44.0,-120.5
Oregon,OR,,70.0,37.0,0.0,1855.0,139.0,140.0,1.0,2020-11-24,2020.0,11.0,West,230,29731,1139,526238,10193.0,12302.0,97.0,106.0,11381.0,13562.0,87.0,96.0,15268.0,14022.0,1246.0,14961.0,13740.0,1221.0,15.0,14.0,4954.0,7.0,13.0,3.0,10.0,2.0,1.0,2.4,44.0,-120.5
Oregon,OR,,213.0,126.0,0.0,5950.0,813.0,356.0,4.0,2020-12-29,2020.0,12.0,West,563,38140,2112,665078,10193.0,12302.0,97.0,106.0,11381.0,13562.0,87.0,96.0,15268.0,14022.0,1246.0,14961.0,13740.0,1221.0,15.0,14.0,4954.0,7.0,13.0,3.0,10.0,2.0,1.0,2.4,44.0,-120.5
Oregon,OR,,210.0,252.0,0.0,2166.0,1109.0,1269.0,19.0,2021-01-27,2021.0,1.0,West,489,30156,1283,530275,10193.0,12302.0,97.0,106.0,11381.0,13562.0,87.0,96.0,15268.0,14022.0,1246.0,14961.0,13740.0,1221.0,15.0,14.0,4954.0,7.0,13.0,3.0,10.0,2.0,1.0,2.4,44.0,-120.5
Pennsylvania,PA,285.0,82.0,0.0,0.0,114.0,45.0,0.0,3.0,2020-04-29,2020.0,4.0,Northeast,2229,40920,-514,0,26357.0,38518.0,140.0,112.0,26402.0,40098.0,140.0,108.0,47239.0,44305.0,2934.0,45702.0,42886.0,2816.0,52.0,26.0,26476.0,19.0,26.0,0.0,26.0,0.0,16.0,2.23,40.86,-77.9
Pennsylvania,PA,314.0,84.0,0.0,1.0,1955.0,162.0,0.0,3.0,2020-05-27,2020.0,5.0,Northeast,3263,26783,0,0,26357.0,38518.0,140.0,112.0,26402.0,40098.0,140.0,108.0,47239.0,44305.0,2934.0,45702.0,42886.0,2816.0,52.0,26.0,26476.0,19.0,26.0,0.0,26.0,0.0,16.0,2.23,40.86,-77.9
Pennsylvania,PA,262.0,17.0,38.0,0.0,3370.0,42.0,54.0,4.0,2020-06-30,2020.0,6.0,Northeast,1094,14060,0,0,26357.0,38518.0,140.0,112.0,26402.0,40098.0,140.0,108.0,47239.0,44305.0,2934.0,45702.0,42886.0,2816.0,52.0,26.0,26476.0,19.0,26.0,0.0,26.0,0.0,16.0,2.23,40.86,-77.9
Pennsylvania,PA,217.0,25.0,37.0,0.0,2531.0,25.0,16.0,0.0,2020-07-28,2020.0,7.0,Northeast,540,25442,0,0,26357.0,38518.0,140.0,112.0,26402.0,40098.0,140.0,108.0,47239.0,44305.0,2934.0,45702.0,42886.0,2816.0,52.0,26.0,26476.0,19.0,26.0,0.0,26.0,0.0,16.0,2.23,40.86,-77.9
Pennsylvania,PA,313.0,73.0,15.0,0.0,3190.0,37.0,2.0,1.0,2020-08-25,2020.0,8.0,Northeast,484,21977,0,0,26357.0,38518.0,140.0,112.0,26402.0,40098.0,140.0,108.0,47239.0,44305.0,2934.0,45702.0,42886.0,2816.0,52.0,26.0,26476.0,19.0,26.0,0.0,26.0,0.0,16.0,2.23,40.86,-77.9
Pennsylvania,PA,404.0,65.0,51.0,1.0,4127.0,116.0,46.0,0.0,2020-09-29,2020.0,9.0,Northeast,469,24942,0,0,26357.0,38518.0,140.0,112.0,26402.0,40098.0,140.0,108.0,47239.0,44305.0,2934.0,45702.0,42886.0,2816.0,52.0,26.0,26476.0,19.0,26.0,0.0,26.0,0.0,16.0,2.23,40.86,-77.9
Pennsylvania,PA,824.0,199.0,81.0,0.0,4662.0,296.0,123.0,3.0,2020-10-27,2020.0,10.0,Northeast,670,49060,0,0,26357.0,38518.0,140.0,112.0,26402.0,40098.0,140.0,108.0,47239.0,44305.0,2934.0,45702.0,42886.0,2816.0,52.0,26.0,26476.0,19.0,26.0,0.0,26.0,0.0,16.0,2.23,40.86,-77.9
Pennsylvania,PA,1168.0,619.0,222.0,1.0,15683.0,1396.0,395.0,13.0,2020-11-24,2020.0,11.0,Northeast,1571,153437,0,0,26357.0,38518.0,140.0,112.0,26402.0,40098.0,140.0,108.0,47239.0,44305.0,2934.0,45702.0,42886.0,2816.0,52.0,26.0,26476.0,19.0,26.0,0.0,26.0,0.0,16.0,2.23,40.86,-77.9
Pennsylvania,PA,2100.0,1455.0,1984.0,0.0,24688.0,4668.0,3775.0,36.0,2020-12-29,2020.0,12.0,Northeast,5595,278861,0,0,26357.0,38518.0,140.0,112.0,26402.0,40098.0,140.0,108.0,47239.0,44305.0,2934.0,45702.0,42886.0,2816.0,52.0,26.0,26476.0,19.0,26.0,0.0,26.0,0.0,16.0,2.23,40.86,-77.9
Pennsylvania,PA,3636.0,1741.0,1166.0,3.0,3030.0,2733.0,3513.0,34.0,2021-01-26,2021.0,1.0,Northeast,5683,202899,0,0,26357.0,38518.0,140.0,112.0,26402.0,40098.0,140.0,108.0,47239.0,44305.0,2934.0,45702.0,42886.0,2816.0,52.0,26.0,26476.0,19.0,26.0,0.0,26.0,0.0,16.0,2.23,40.86,-77.9
Rhode Island,RI,0.0,10.0,0.0,0.0,105.0,3.0,0.0,0.0,2020-04-30,2020.0,4.0,Northeast,258,8448,896,65354,3857.0,4054.0,87.0,84.0,3719.0,3861.0,90.0,88.0,2767.0,2613.0,154.0,2740.0,2583.0,157.0,7.0,7.0,1663.0,3.0,7.0,0.0,2.0,2.0,0.0,0.7,41.5,-71.4757
