name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date_month_year,as_of_date,year,month,region,civ_death,civ_cases,civ_hosp,civ_tests,Design capacity 2000/a,Design capacity 2005/a,Percent of design capacity occupied 2000,Percent of design capacity occupied 2005,Rated capacity 2000,Rated capacity 2005,Percent of rated capacity occupied 2000,Percent of rated capacity occupied 2005,Total_18,Male_18,Female_18,Total_19,Male_19,Female_19,Total number of facilities,Facilities operating one or more work programs,Inmates participating in one or more work programs,Prison industries,Support services,Farming ,Public works,Other work programs ,No work programs,phone_rate_avg,Latitude,Longitude
Ohio,OH,,796,458,0,5629,729,351,6,"Nov,2020",11/24/20,2020,11,Midwest,1128,205366,7732,1669626,30506,30506,157,0,40707,36561,118,122,50431,46153,4278,50338,46072,4266,59,44,34510,17,36,9,22,18,10,2.03,40.25,-83
Ohio,OH,,1491,1332,3,7035,1187,985,14,"Dec,2020",12/29/20,2020,12,Midwest,2533,279317,11470,1545514,30506,30506,157,0,40707,36561,118,122,50431,46153,4278,50338,46072,4266,59,44,34510,17,36,9,22,18,10,2.03,40.25,-83
Ohio,OH,,643,1021,1,4773,446,344,5,"Jan,2021",1/26/21,2021,1,Midwest,2213,195412,7881,1391486,30506,30506,157,0,40707,36561,118,122,50431,46153,4278,50338,46072,4266,59,44,34510,17,36,9,22,18,10,2.03,40.25,-83
Oklahoma,OK,0,9,0,0,694,2,0,0,"Apr,2020",4/28/20,2020,4,South,199,3053,526,63779,22656,23399,105,107,25062,26163,95,96,26956,23860,3096,25679,23009,2670,53,52,18201,13,42,14,35,10,1,3,35.5,-97.5
Oklahoma,OK,0,1,0,0,833,0,0,0,"May,2020",5/27/20,2020,5,South,112,2888,282,130717,22656,23399,105,107,25062,26163,95,96,26956,23860,3096,25679,23009,2670,53,52,18201,13,42,14,35,10,1,3,35.5,-97.5
Oklahoma,OK,0,6,0,0,1467,5,1,0,"Jun,2020",6/30/20,2020,6,South,53,7251,535,149127,22656,23399,105,107,25062,26163,95,96,26956,23860,3096,25679,23009,2670,53,52,18201,13,42,14,35,10,1,3,35.5,-97.5
Oklahoma,OK,0,42,0,0,2992,110,10,0,"Jul,2020",7/28/20,2020,7,South,154,22730,1641,288912,22656,23399,105,107,25062,26163,95,96,26956,23860,3096,25679,23009,2670,53,52,18201,13,42,14,35,10,1,3,35.5,-97.5
Oklahoma,OK,0,95,0,0,2929,562,198,0,"Aug,2020",8/25/20,2020,8,South,259,22246,1660,242141,22656,23399,105,107,25062,26163,95,96,26956,23860,3096,25679,23009,2670,53,52,18201,13,42,14,35,10,1,3,35.5,-97.5
Oklahoma,OK,0,145,71,3,6697,2950,2629,10,"Sep,2020",9/29/20,2020,9,South,231,28466,1628,342905,22656,23399,105,107,25062,26163,95,96,26956,23860,3096,25679,23009,2670,53,52,18201,13,42,14,35,10,1,3,35.5,-97.5
Oklahoma,OK,589,100,53,0,3525,891,815,14,"Oct,2020",10/27/20,2020,10,South,306,35563,2440,415120,22656,23399,105,107,25062,26163,95,96,26956,23860,3096,25679,23009,2670,53,52,18201,13,42,14,35,10,1,3,35.5,-97.5
Oklahoma,OK,2196,192,0,0,3316,1280,0,9,"Nov,2020",11/24/20,2020,11,South,406,74983,3369,439236,22656,23399,105,107,25062,26163,95,96,26956,23860,3096,25679,23009,2670,53,52,18201,13,42,14,35,10,1,3,35.5,-97.5
Oklahoma,OK,3423,216,0,0,3768,994,0,10,"Dec,2020",12/29/20,2020,12,South,746,93191,4801,597233,22656,23399,105,107,25062,26163,95,96,26956,23860,3096,25679,23009,2670,53,52,18201,13,42,14,35,10,1,3,35.5,-97.5
Oklahoma,OK,1951,126,0,0,1178,169,0,2,"Jan,2021",1/26/21,2021,1,South,1058,98536,4862,496830,22656,23399,105,107,25062,26163,95,96,26956,23860,3096,25679,23009,2670,53,52,18201,13,42,14,35,10,1,3,35.5,-97.5
Oregon,OR,,15,0,0,116,21,0,0,"Apr,2020",4/29/20,2020,4,West,85,1840,429,65511,10193,12302,97,106,11381,13562,87,96,15268,14022,1246,14961,13740,1221,15,14,4954,7,13,3,10,2,1,2.4,44,-120.5
Oregon,OR,,28,0,0,466,133,0,1,"May,2020",5/27/20,2020,5,West,52,1739,209,113453,10193,12302,97,106,11381,13562,87,96,15268,14022,1246,14961,13740,1221,15,14,4954,7,13,3,10,2,1,2.4,44,-120.5
Oregon,OR,,12,31,0,243,24,108,0,"Jun,2020",6/29/20,2020,6,West,51,4300,247,178157,10193,12302,97,106,11381,13562,87,96,15268,14022,1246,14961,13740,1221,15,14,4954,7,13,3,10,2,1,2.4,44,-120.5
Oregon,OR,,54,11,0,1472,234,162,0,"Jul,2020",7/28/20,2020,7,West,112,9646,562,267105,10193,12302,97,106,11381,13562,87,96,15268,14022,1246,14961,13740,1221,15,14,4954,7,13,3,10,2,1,2.4,44,-120.5
Oregon,OR,,76,88,0,1300,224,197,2,"Aug,2020",8/25/20,2020,8,West,142,8423,521,227623,10193,12302,97,106,11381,13562,87,96,15268,14022,1246,14961,13740,1221,15,14,4954,7,13,3,10,2,1,2.4,44,-120.5
Oregon,OR,,74,95,0,2729,338,357,6,"Sep,2020",9/29/20,2020,9,West,97,6737,450,218124,10193,12302,97,106,11381,13562,87,96,15268,14022,1246,14961,13740,1221,15,14,4954,7,13,3,10,2,1,2.4,44,-120.5
Oregon,OR,,39,46,0,2145,270,249,7,"Oct,2020",10/27/20,2020,10,West,120,11098,646,368644,10193,12302,97,106,11381,13562,87,96,15268,14022,1246,14961,13740,1221,15,14,4954,7,13,3,10,2,1,2.4,44,-120.5
Oregon,OR,,70,37,0,1855,139,140,1,"Nov,2020",11/24/20,2020,11,West,230,29731,1139,526238,10193,12302,97,106,11381,13562,87,96,15268,14022,1246,14961,13740,1221,15,14,4954,7,13,3,10,2,1,2.4,44,-120.5
Oregon,OR,,213,126,0,5950,813,356,4,"Dec,2020",12/29/20,2020,12,West,563,38140,2112,665078,10193,12302,97,106,11381,13562,87,96,15268,14022,1246,14961,13740,1221,15,14,4954,7,13,3,10,2,1,2.4,44,-120.5
Oregon,OR,,210,252,0,2166,1109,1269,19,"Jan,2021",1/27/21,2021,1,West,489,30156,1283,530275,10193,12302,97,106,11381,13562,87,96,15268,14022,1246,14961,13740,1221,15,14,4954,7,13,3,10,2,1,2.4,44,-120.5
Pennsylvania,PA,285,82,0,0,114,45,0,3,"Apr,2020",4/29/20,2020,4,Northeast,2229,40920,-514,0,26357,38518,140,112,26402,40098,140,108,47239,44305,2934,45702,42886,2816,52,26,26476,19,26,0,26,0,16,2.23,40.86,-77.9
Pennsylvania,PA,314,84,0,1,1955,162,0,3,"May,2020",5/27/20,2020,5,Northeast,3263,26783,0,0,26357,38518,140,112,26402,40098,140,108,47239,44305,2934,45702,42886,2816,52,26,26476,19,26,0,26,0,16,2.23,40.86,-77.9
Pennsylvania,PA,262,17,38,0,3370,42,54,4,"Jun,2020",6/30/20,2020,6,Northeast,1094,14060,0,0,26357,38518,140,112,26402,40098,140,108,47239,44305,2934,45702,42886,2816,52,26,26476,19,26,0,26,0,16,2.23,40.86,-77.9
Pennsylvania,PA,217,25,37,0,2531,25,16,0,"Jul,2020",7/28/20,2020,7,Northeast,540,25442,0,0,26357,38518,140,112,26402,40098,140,108,47239,44305,2934,45702,42886,2816,52,26,26476,19,26,0,26,0,16,2.23,40.86,-77.9
Pennsylvania,PA,313,73,15,0,3190,37,2,1,"Aug,2020",8/25/20,2020,8,Northeast,484,21977,0,0,26357,38518,140,112,26402,40098,140,108,47239,44305,2934,45702,42886,2816,52,26,26476,19,26,0,26,0,16,2.23,40.86,-77.9
Pennsylvania,PA,404,65,51,1,4127,116,46,0,"Sep,2020",9/29/20,2020,9,Northeast,469,24942,0,0,26357,38518,140,112,26402,40098,140,108,47239,44305,2934,45702,42886,2816,52,26,26476,19,26,0,26,0,16,2.23,40.86,-77.9
Pennsylvania,PA,824,199,81,0,4662,296,123,3,"Oct,2020",10/27/20,2020,10,Northeast,670,49060,0,0,26357,38518,140,112,26402,40098,140,108,47239,44305,2934,45702,42886,2816,52,26,26476,19,26,0,26,0,16,2.23,40.86,-77.9
Pennsylvania,PA,1168,619,222,1,15683,1396,395,13,"Nov,2020",11/24/20,2020,11,Northeast,1571,153437,0,0,26357,38518,140,112,26402,40098,140,108,47239,44305,2934,45702,42886,2816,52,26,26476,19,26,0,26,0,16,2.23,40.86,-77.9
Pennsylvania,PA,2100,1455,1984,0,24688,4668,3775,36,"Dec,2020",12/29/20,2020,12,Northeast,5595,278861,0,0,26357,38518,140,112,26402,40098,140,108,47239,44305,2934,45702,42886,2816,52,26,26476,19,26,0,26,0,16,2.23,40.86,-77.9
Pennsylvania,PA,3636,1741,1166,3,3030,2733,3513,34,"Jan,2021",1/26/21,2021,1,Northeast,5683,202899,0,0,26357,38518,140,112,26402,40098,140,108,47239,44305,2934,45702,42886,2816,52,26,26476,19,26,0,26,0,16,2.23,40.86,-77.9
Rhode Island,RI,0,10,0,0,105,3,0,0,"Apr,2020",4/30/20,2020,4,Northeast,258,8448,896,65354,3857,4054,87,84,3719,3861,90,88,2767,2613,154,2740,2583,157,7,7,1663,3,7,0,2,2,0,0.7,41.5,-71.4757
Rhode Island,RI,858,6,0,0,612,8,0,0,"May,2020",5/28/20,2020,5,Northeast,452,5972,805,93965,3857,4054,87,84,3719,3861,90,88,2767,2613,154,2740,2583,157,7,7,1663,3,7,0,2,2,0,0.7,41.5,-71.4757
Rhode Island,RI,259,5,0,0,959,7,0,0,"Jun,2020",6/29/20,2020,6,Northeast,232,1923,300,87944,3857,4054,87,84,3719,3861,90,88,2767,2613,154,2740,2583,157,7,7,1663,3,7,0,2,2,0,0.7,41.5,-71.4757
Rhode Island,RI,0,27,256,0,0,4,8,0,"Jul,2020",7/28/20,2020,7,Northeast,57,2111,210,113430,3857,4054,87,84,3719,3861,90,88,2767,2613,154,2740,2583,157,7,7,1663,3,7,0,2,2,0,0.7,41.5,-71.4757
Rhode Island,RI,0,30,0,0,0,11,840,0,"Aug,2020",8/25/20,2020,8,Northeast,41,2927,308,-365066,3857,4054,87,84,3719,3861,90,88,2767,2613,154,2740,2583,157,7,7,1663,3,7,0,2,2,0,0.7,41.5,-71.4757
Rhode Island,RI,0,1,0,0,0,3,0,0,"Sep,2020",9/29/20,2020,9,Northeast,66,2799,263,0,3857,4054,87,84,3719,3861,90,88,2767,2613,154,2740,2583,157,7,7,1663,3,7,0,2,2,0,0.7,41.5,-71.4757
Rhode Island,RI,0,25,0,0,0,16,0,0,"Oct,2020",10/27/20,2020,10,Northeast,90,8660,576,0,3857,4054,87,84,3719,3861,90,88,2767,2613,154,2740,2583,157,7,7,1663,3,7,0,2,2,0,0.7,41.5,-71.4757
Rhode Island,RI,0,41,0,0,0,227,0,0,"Nov,2020",11/17/20,2020,11,Northeast,169,23315,1224,0,3857,4054,87,84,3719,3861,90,88,2767,2613,154,2740,2583,157,7,7,1663,3,7,0,2,2,0,0.7,41.5,-71.4757
Rhode Island,RI,0,166,11,1,0,705,4,2,"Dec,2020",12/31/20,2020,12,Northeast,436,32818,1924,0,3857,4054,87,84,3719,3861,90,88,2767,2613,154,2740,2583,157,7,7,1663,3,7,0,2,2,0,0.7,41.5,-71.4757
Rhode Island,RI,0,64,83,0,0,120,201,0,"Jan,2021",1/27/21,2021,1,Northeast,359,26166,1673,0,3857,4054,87,84,3719,3861,90,88,2767,2613,154,2740,2583,157,7,7,1663,3,7,0,2,2,0,0.7,41.5,-71.4757
South Carolina,SC,0,45,0,1,0,15,0,0,"Apr,2020",4/28/20,2020,4,South,222,5012,898,0,19385,23163,110,97,23327,23310,91,97,19033,17706,1327,18608,17327,1281,33,29,17053,16,29,6,20,6,0,1.28,34,-81
South Carolina,SC,0,26,0,0,179,64,0,2,"May,2020",5/28/20,2020,5,South,250,5766,634,206247,19385,23163,110,97,23327,23310,91,97,19033,17706,1327,18608,17327,1281,33,29,17053,16,29,6,20,6,0,1.28,34,-81
South Carolina,SC,0,51,31,0,463,176,59,0,"Jun,2020",6/30/20,2020,6,South,245,24538,1220,174223,19385,23163,110,97,23327,23310,91,97,19033,17706,1327,18608,17327,1281,33,29,17053,16,29,6,20,6,0,1.28,34,-81
South Carolina,SC,0,141,80,0,1582,531,113,7,"Jul,2020",7/29/20,2020,7,South,973,52617,2263,310466,19385,23163,110,97,23327,23310,91,97,19033,17706,1327,18608,17327,1281,33,29,17053,16,29,6,20,6,0,1.28,34,-81
South Carolina,SC,0,139,146,0,2000,676,393,4,"Aug,2020",8/25/20,2020,8,South,1008,29976,2694,256953,19385,23163,110,97,23327,23310,91,97,19033,17706,1327,18608,17327,1281,33,29,17053,16,29,6,20,6,0,1.28,34,-81
South Carolina,SC,0,77,112,1,2316,686,876,18,"Sep,2020",9/29/20,2020,9,South,658,28950,1349,356890,19385,23163,110,97,23327,23310,91,97,19033,17706,1327,18608,17327,1281,33,29,17053,16,29,6,20,6,0,1.28,34,-81
South Carolina,SC,0,38,69,0,1293,186,467,0,"Oct,2020",10/27/20,2020,10,South,557,28670,1340,488544,19385,23163,110,97,23327,23310,91,97,19033,17706,1327,18608,17327,1281,33,29,17053,16,29,6,20,6,0,1.28,34,-81
South Carolina,SC,0,47,39,0,365,76,265,0,"Nov,2020",11/24/20,2020,11,South,446,40875,1377,592312,19385,23163,110,97,23327,23310,91,97,19033,17706,1327,18608,17327,1281,33,29,17053,16,29,6,20,6,0,1.28,34,-81
South Carolina,SC,0,136,65,0,227,79,117,3,"Dec,2020",12/29/20,2020,12,South,915,90020,2513,763303,19385,23163,110,97,23327,23310,91,97,19033,17706,1327,18608,17327,1281,33,29,17053,16,29,6,20,6,0,1.28,34,-81
South Carolina,SC,0,216,182,0,482,452,316,3,"Jan,2021",1/26/21,2021,1,South,1746,135879,3700,1031913,19385,23163,110,97,23327,23310,91,97,19033,17706,1327,18608,17327,1281,33,29,17053,16,29,6,20,6,0,1.28,34,-81
South Dakota,SD,0,0,0,0,0,1,0,0,"Apr,2020",4/29/20,2020,4,Midwest,16,2341,161,0,2372,2605,109,132,2633,3653,98,94,3948,3377,571,3801,3239,562,6,3,831,3,3,0,3,0,1,2.18,44.5,-100.25
South Dakota,SD,18,1,0,0,16,1,0,0,"May,2020",5/27/20,2020,5,Midwest,45,2544,259,0,2372,2605,109,132,2633,3653,98,94,3948,3377,571,3801,3239,562,6,3,831,3,3,0,3,0,1,2.18,44.5,-100.25
South Dakota,SD,9,2,2,0,33,1,2,0,"Jun,2020",6/30/20,2020,6,Midwest,29,1771,234,0,2372,2605,109,132,2633,3653,98,94,3948,3377,571,3801,3239,562,6,3,831,3,3,0,3,0,1,2.18,44.5,-100.25
South Dakota,SD,4,1,0,0,10,1,0,0,"Jul,2020",7/28/20,2020,7,Midwest,39,2000,158,0,2372,2605,109,132,2633,3653,98,94,3948,3377,571,3801,3239,562,6,3,831,3,3,0,3,0,1,2.18,44.5,-100.25
South Dakota,SD,22,3,3,0,75,0,1,0,"Aug,2020",8/25/20,2020,8,Midwest,37,4745,205,192432,2372,2605,109,132,2633,3653,98,94,3948,3377,571,3801,3239,562,6,3,831,3,3,0,3,0,1,2.18,44.5,-100.25
South Dakota,SD,57,21,14,0,396,187,111,0,"Sep,2020",9/29/20,2020,9,Midwest,56,8880,520,77254,2372,2605,109,132,2633,3653,98,94,3948,3377,571,3801,3239,562,6,3,831,3,3,0,3,0,1,2.18,44.5,-100.25
South Dakota,SD,109,64,22,0,2180,1396,286,0,"Oct,2020",10/27/20,2020,10,Midwest,202,23603,1134,163029,2372,2605,109,132,2633,3653,98,94,3948,3377,571,3801,3239,562,6,3,831,3,3,0,3,0,1,2.18,44.5,-100.25
South Dakota,SD,98,65,102,0,1792,516,1636,3,"Nov,2020",11/24/20,2020,11,Midwest,521,34472,1819,177185,2372,2605,109,132,2633,3653,98,94,3948,3377,571,3801,3239,562,6,3,831,3,3,0,3,0,1,2.18,44.5,-100.25
South Dakota,SD,36,17,28,0,1837,225,283,2,"Dec,2020",12/29/20,2020,12,Midwest,542,18700,1170,151303,2372,2605,109,132,2633,3653,98,94,3948,3377,571,3801,3239,562,6,3,831,3,3,0,3,0,1,2.18,44.5,-100.25
South Dakota,SD,14,8,9,0,467,8,8,2,"Jan,2021",1/26/21,2021,1,Midwest,290,9086,618,114940,2372,2605,109,132,2633,3653,98,94,3948,3377,571,3801,3239,562,6,3,831,3,3,0,3,0,1,2.18,44.5,-100.25
Tennessee,TN,4526,55,0,0,3834,759,0,0,"Apr,2020",4/29/20,2020,4,South,176,8496,870,0,18724,17930,98,109,19120,20168,96,97,26321,23642,2679,26349,23615,2734,19,17,14287,8,14,4,12,7,1,3,35.75,-86.25
Tennessee,TN,0,24,0,0,16982,1902,0,4,"May,2020",5/27/20,2020,5,South,165,12271,705,0,18724,17930,98,109,19120,20168,96,97,26321,23642,2679,26349,23615,2734,19,17,14287,8,14,4,12,7,1,3,35.75,-86.25
Tennessee,TN,379,20,46,0,2327,512,573,0,"Jun,2020",6/30/20,2020,6,South,240,20503,915,792779,18724,17930,98,109,19120,20168,96,97,26321,23642,2679,26349,23615,2734,19,17,14287,8,14,4,12,7,1,3,35.75,-86.25
Tennessee,TN,109,59,19,0,334,40,19,1,"Jul,2020",7/28/20,2020,7,South,456,62450,1996,719445,18724,17930,98,109,19120,20168,96,97,26321,23642,2679,26349,23615,2734,19,17,14287,8,14,4,12,7,1,3,35.75,-86.25
Tennessee,TN,217,116,51,1,1141,154,74,4,"Aug,2020",8/25/20,2020,8,South,694,48974,2217,685092,18724,17930,98,109,19120,20168,96,97,26321,23642,2679,26349,23615,2734,19,17,14287,8,14,4,12,7,1,3,35.75,-86.25
Tennessee,TN,672,233,247,1,5098,1962,1995,11,"Sep,2020",9/30/20,2020,9,South,700,41206,1855,679406,18724,17930,98,109,19120,20168,96,97,26321,23642,2679,26349,23615,2734,19,17,14287,8,14,4,12,7,1,3,35.75,-86.25
Tennessee,TN,1550,33,32,0,3499,357,334,7,"Oct,2020",10/27/20,2020,10,South,899,64533,1573,780283,18724,17930,98,109,19120,20168,96,97,26321,23642,2679,26349,23615,2734,19,17,14287,8,14,4,12,7,1,3,35.75,-86.25
Tennessee,TN,688,255,239,0,1475,255,127,0,"Nov,2020",11/17/20,2020,11,South,1249,113821,1790,858650,18724,17930,98,109,19120,20168,96,97,26321,23642,2679,26349,23615,2734,19,17,14287,8,14,4,12,7,1,3,35.75,-86.25
Tennessee,TN,613,353,235,1,681,270,354,5,"Dec,2020",12/29/20,2020,12,South,2305,212309,2435,1056060,18724,17930,98,109,19120,20168,96,97,26321,23642,2679,26349,23615,2734,19,17,14287,8,14,4,12,7,1,3,35.75,-86.25
Tennessee,TN,375,289,347,1,1399,258,289,7,"Jan,2021",1/26/21,2021,1,South,2743,141059,2589,755669,18724,17930,98,109,19120,20168,96,97,26321,23642,2679,26349,23615,2734,19,17,14287,8,14,4,12,7,1,3,35.75,-86.25
Texas,TX,1390,379,0,5,1672,1049,0,12,"Apr,2020",4/29/20,2020,4,South,741,24821,0,308789,169773,170232,96,96,170328,171362,95,95,163628,149193,14435,158429,144787,13642,132,119,123419,34,114,51,89,4,6,3.9,31.25,-99.25
Texas,TX,15328,497,0,2,49839,3390,0,24,"May,2020",5/27/20,2020,5,South,890,36200,0,769109,169773,170232,96,96,170328,171362,95,95,163628,149193,14435,158429,144787,13642,132,119,123419,34,114,51,89,4,6,3.9,31.25,-99.25
Texas,TX,18284,577,458,1,66103,3800,5441,43,"Jun,2020",6/29/20,2020,6,South,752,95699,0,1262247,169773,170232,96,96,170328,171362,95,95,163628,149193,14435,158429,144787,13642,132,119,123419,34,114,51,89,4,6,3.9,31.25,-99.25
Texas,TX,15200,1758,932,6,43732,7001,3896,22,"Jul,2020",7/28/20,2020,7,South,4145,260960,0,1960477,169773,170232,96,96,170328,171362,95,95,163628,149193,14435,158429,144787,13642,132,119,123419,34,114,51,89,4,6,3.9,31.25,-99.25
Texas,TX,10918,1052,1299,6,27242,4358,6963,31,"Aug,2020",8/25/20,2020,8,South,5967,192023,0,1099528,169773,170232,96,96,170328,171362,95,95,163628,149193,14435,158429,144787,13642,132,119,123419,34,114,51,89,4,6,3.9,31.25,-99.25
Texas,TX,8467,539,691,0,18138,3147,2949,25,"Sep,2020",9/29/20,2020,9,South,3175,135998,0,1120459,169773,170232,96,96,170328,171362,95,95,163628,149193,14435,158429,144787,13642,132,119,123419,34,114,51,89,4,6,3.9,31.25,-99.25
Texas,TX,6607,634,903,1,10267,616,535,6,"Oct,2020",10/27/20,2020,10,South,2313,151629,0,1880696,169773,170232,96,96,170328,171362,95,95,163628,149193,14435,158429,144787,13642,132,119,123419,34,114,51,89,4,6,3.9,31.25,-99.25
Texas,TX,13946,1153,734,2,27225,3011,1358,4,"Nov,2020",11/24/20,2020,11,South,3355,377836,0,2531349,169773,170232,96,96,170328,171362,95,95,163628,149193,14435,158429,144787,13642,132,119,123419,34,114,51,89,4,6,3.9,31.25,-99.25
Texas,TX,25800,1872,1516,7,47418,2048,3069,10,"Dec,2020",12/29/20,2020,12,South,6058,477740,0,2732105,169773,170232,96,96,170328,171362,95,95,163628,149193,14435,158429,144787,13642,132,119,123419,34,114,51,89,4,6,3.9,31.25,-99.25
Texas,TX,25446,1860,1967,7,64968,4201,2916,4,"Jan,2021",1/26/21,2021,1,South,9054,604460,0,3656141,169773,170232,96,96,170328,171362,95,95,163628,149193,14435,158429,144787,13642,132,119,123419,34,114,51,89,4,6,3.9,31.25,-99.25
Utah,UT,,0,0,0,16,10,0,0,"Apr,2020",4/29/20,2020,4,West,41,3785,317,97309,4463,5382,109,101,5283,5513,92,99,6651,6076,575,6665,6083,582,7,5,595,2,5,1,2,2,1,3.64,39.25,-111.75
Utah,UT,,2,0,0,87,0,0,0,"May,2020",5/27/20,2020,5,West,67,5125,385,124570,4463,5382,109,101,5283,5513,92,99,6651,6076,575,6665,6083,582,7,5,595,2,5,1,2,2,1,3.64,39.25,-111.75
Utah,UT,,0,0,0,362,18,2,0,"Jun,2020",6/30/20,2020,6,West,59,12420,669,168879,4463,5382,109,101,5283,5513,92,99,6651,6076,575,6665,6083,582,7,5,595,2,5,1,2,2,1,3.64,39.25,-111.75
Utah,UT,,0,0,0,252,13,3,0,"Jul,2020",7/29/20,2020,7,West,132,17979,933,227660,4463,5382,109,101,5283,5513,92,99,6651,6076,575,6665,6083,582,7,5,595,2,5,1,2,2,1,3.64,39.25,-111.75
Utah,UT,,0,0,0,424,5,30,0,"Aug,2020",8/24/20,2020,8,West,103,11911,716,182679,4463,5382,109,101,5283,5513,92,99,6651,6076,575,6665,6083,582,7,5,595,2,5,1,2,2,1,3.64,39.25,-111.75
Utah,UT,,38,24,0,711,74,4,0,"Sep,2020",9/29/20,2020,9,West,52,20935,754,233091,4463,5382,109,101,5283,5513,92,99,6651,6076,575,6665,6083,582,7,5,595,2,5,1,2,2,1,3.64,39.25,-111.75
Utah,UT,,34,33,0,767,227,62,0,"Oct,2020",10/27/20,2020,10,West,145,41614,1616,332944,4463,5382,109,101,5283,5513,92,99,6651,6076,575,6665,6083,582,7,5,595,2,5,1,2,2,1,3.64,39.25,-111.75
Utah,UT,,92,59,0,7295,1114,605,9,"Nov,2020",11/30/20,2020,11,West,267,81050,2672,434984,4463,5382,109,101,5283,5513,92,99,6651,6076,575,6665,6083,582,7,5,595,2,5,1,2,2,1,3.64,39.25,-111.75
Utah,UT,,118,103,0,7229,1406,918,3,"Dec,2020",12/29/20,2020,12,West,398,80906,2821,421257,4463,5382,109,101,5283,5513,92,99,6651,6076,575,6665,6083,582,7,5,595,2,5,1,2,2,1,3.64,39.25,-111.75
Utah,UT,,78,88,0,3461,255,753,3,"Jan,2021",1/26/21,2021,1,West,396,70012,2512,362055,4463,5382,109,101,5283,5513,92,99,6651,6076,575,6665,6083,582,7,5,595,2,5,1,2,2,1,3.64,39.25,-111.75
Vermont,VT,0,16,0,0,376,38,0,0,"Apr,2020",4/29/20,2020,4,Northeast,36,573,-36,12404,1234,1617,106,99,1345,1665,97,96,1659,1519,140,1608,1484,124,9,9,513,3,8,2,1,2,0,2.42,44.16,-72.7678
Vermont,VT,644,2,0,0,282,7,0,0,"May,2020",5/27/20,2020,5,Northeast,6,115,0,22430,1234,1617,106,99,1345,1665,97,96,1659,1519,140,1608,1484,124,9,9,513,3,8,2,1,2,0,2.42,44.16,-72.7678
Vermont,VT,511,0,1,0,1496,2,2,0,"Jun,2020",6/30/20,2020,6,Northeast,1,229,0,37748,1234,1617,106,99,1345,1665,97,96,1659,1519,140,1608,1484,124,9,9,513,3,8,2,1,2,0,2.42,44.16,-72.7678
Vermont,VT,0,0,0,0,763,1,1,0,"Jul,2020",7/28/20,2020,7,Northeast,1,206,0,41645,1234,1617,106,99,1345,1665,97,96,1659,1519,140,1608,1484,124,9,9,513,3,8,2,1,2,0,2.42,44.16,-72.7678
Vermont,VT,446,2,2,0,1740,192,160,0,"Aug,2020",8/25/20,2020,8,Northeast,1,201,0,65606,1234,1617,106,99,1345,1665,97,96,1659,1519,140,1608,1484,124,9,9,513,3,8,2,1,2,0,2.42,44.16,-72.7678
Vermont,VT,267,0,1,0,1546,0,32,0,"Sep,2020",9/29/20,2020,9,Northeast,0,139,0,98455,1234,1617,106,99,1345,1665,97,96,1659,1519,140,1608,1484,124,9,9,513,3,8,2,1,2,0,2.42,44.16,-72.7678
Vermont,VT,0,1,1,0,1213,0,0,0,"Oct,2020",10/27/20,2020,10,Northeast,0,439,0,125426,1234,1617,106,99,1345,1665,97,96,1659,1519,140,1608,1484,124,9,9,513,3,8,2,1,2,0,2.42,44.16,-72.7678
Vermont,VT,0,2,1,0,1125,1,0,0,"Nov,2020",11/24/20,2020,11,Northeast,11,2101,0,144793,1234,1617,106,99,1345,1665,97,96,1659,1519,140,1608,1484,124,9,9,513,3,8,2,1,2,0,2.42,44.16,-72.7678
Vermont,VT,0,7,6,0,2448,1,2,0,"Dec,2020",12/29/20,2020,12,Northeast,67,3116,0,144751,1234,1617,106,99,1345,1665,97,96,1659,1519,140,1608,1484,124,9,9,513,3,8,2,1,2,0,2.42,44.16,-72.7678
Vermont,VT,0,18,9,0,1731,2,2,0,"Jan,2021",1/26/21,2021,1,Northeast,38,4553,0,199646,1234,1617,106,99,1345,1665,97,96,1659,1519,140,1608,1484,124,9,9,513,3,8,2,1,2,0,2.42,44.16,-72.7678
Virginia,VA,0,65,0,0,5603,479,0,3,"Apr,2020",4/29/20,2020,4,South,525,14596,2123,0,14792,14792,212,0,32759,32469,96,97,36660,33620,3040,36091,33090,3001,59,58,21089,20,53,29,28,13,0,1.97,37.77,-78.24
Virginia,VA,0,50,0,0,6395,670,0,3,"May,2020",5/27/20,2020,5,South,823,28761,2384,0,14792,14792,212,0,32759,32469,96,97,36660,33620,3040,36091,33090,3001,59,58,21089,20,53,29,28,13,0,1.97,37.77,-78.24
Virginia,VA,0,228,85,0,10929,363,776,5,"Jun,2020",6/30/20,2020,6,South,388,18180,1560,0,14792,14792,212,0,32759,32469,96,97,36660,33620,3040,36091,33090,3001,59,58,21089,20,53,29,28,13,0,1.97,37.77,-78.24
Virginia,VA,0,135,74,0,5661,364,95,2,"Jul,2020",7/29/20,2020,7,South,411,27101,1663,0,14792,14792,212,0,32759,32469,96,97,36660,33620,3040,36091,33090,3001,59,58,21089,20,53,29,28,13,0,1.97,37.77,-78.24
Virginia,VA,1720,168,237,0,6771,745,1006,0,"Aug,2020",8/25/20,2020,8,South,406,30706,1703,0,14792,14792,212,0,32759,32469,96,97,36660,33620,3040,36091,33090,3001,59,58,21089,20,53,29,28,13,0,1.97,37.77,-78.24
