name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date_month_year,as_of_date,year,month,region,civ_death,civ_cases,civ_hosp,civ_tests,Design capacity 2000/a,Design capacity 2005/a,Percent of design capacity occupied 2000,Percent of design capacity occupied 2005,Rated capacity 2000,Rated capacity 2005,Percent of rated capacity occupied 2000,Percent of rated capacity occupied 2005,Total_18,Male_18,Female_18,Total_19,Male_19,Female_19,Total number of facilities,Facilities operating one or more work programs,Inmates participating in one or more work programs,Prison industries,Support services,Farming ,Public works,Other work programs ,No work programs,phone_rate_avg,Latitude,Longitude
Mississippi,MS,0,1,0,0,176,68,0,12,"Jan,2021",1/27/21,2021,1,South,1258,59190,502,196032,17690,18222,84,93,17238,18229,86,93,19275,17886,1389,19417,18034,1383,31,29,10723,3,13,3,19,0,0,3.68,33.5,-89.8071
Missouri,MO,0,13,0,0,175,29,0,1,"Apr,2020",4/29/20,2020,4,Midwest,315,6235,0,64881,25370,26153,110,121,29815,32401,94,98,30369,27255,3114,26044,23643,2401,28,23,23769,13,21,2,16,7,3,1.75,38.25,-92.5
Missouri,MO,0,14,0,0,1421,15,0,0,"May,2020",5/27/20,2020,5,Midwest,443,5585,0,99580,25370,26153,110,121,29815,32401,94,98,30369,27255,3114,26044,23643,2401,28,23,23769,13,21,2,16,7,3,1.75,38.25,-92.5
Missouri,MO,10763,41,3,0,10714,114,11,0,"Jun,2020",6/30/20,2020,6,Midwest,243,8404,0,240564,25370,26153,110,121,29815,32401,94,98,30369,27255,3114,26044,23643,2401,28,23,23769,13,21,2,16,7,3,1.75,38.25,-92.5
Missouri,MO,0,57,45,0,7163,361,150,0,"Jul,2020",7/28/20,2020,7,Midwest,228,28772,0,471477,25370,26153,110,121,29815,32401,94,98,30369,27255,3114,26044,23643,2401,28,23,23769,13,21,2,16,7,3,1.75,38.25,-92.5
Missouri,MO,0,207,94,0,6980,398,443,0,"Aug,2020",8/25/20,2020,8,Midwest,287,34374,0,398436,25370,26153,110,121,29815,32401,94,98,30369,27255,3114,26044,23643,2401,28,23,23769,13,21,2,16,7,3,1.75,38.25,-92.5
Missouri,MO,0,316,264,0,1099,1125,683,0,"Sep,2020",9/29/20,2020,9,Midwest,588,41416,0,553242,25370,26153,110,121,29815,32401,94,98,30369,27255,3114,26044,23643,2401,28,23,23769,13,21,2,16,7,3,1.75,38.25,-92.5
Missouri,MO,0,546,398,2,21697,1229,941,4,"Oct,2020",10/27/20,2020,10,Midwest,906,57073,0,670181,25370,26153,110,121,29815,32401,94,98,30369,27255,3114,26044,23643,2401,28,23,23769,13,21,2,16,7,3,1.75,38.25,-92.5
Missouri,MO,588,715,832,2,10498,1342,1579,22,"Nov,2020",11/24/20,2020,11,Midwest,805,116576,0,558827,25370,26153,110,121,29815,32401,94,98,30369,27255,3114,26044,23643,2401,28,23,23769,13,21,2,16,7,3,1.75,38.25,-92.5
Missouri,MO,249,343,501,1,4698,504,1075,13,"Dec,2020",12/29/20,2020,12,Midwest,1690,92808,0,561861,25370,26153,110,121,29815,32401,94,98,30369,27255,3114,26044,23643,2401,28,23,23769,13,21,2,16,7,3,1.75,38.25,-92.5
Missouri,MO,310,232,239,0,5770,217,356,2,"Jan,2021",1/27/21,2021,1,Midwest,1229,66249,0,518554,25370,26153,110,121,29815,32401,94,98,30369,27255,3114,26044,23643,2401,28,23,23769,13,21,2,16,7,3,1.75,38.25,-92.5
Montana,MT,0,1,0,0,22,1,0,0,"Apr,2020",4/29/20,2020,4,West,12,269,47,10029,1930,2332,123,136,2436,3118,97,101,3765,3318,447,4723,4175,548,11,9,1669,1,5,1,1,6,2,2.04,47,-109.75
Montana,MT,0,0,0,0,27,0,0,0,"May,2020",5/27/20,2020,5,West,1,62,6,25884,1930,2332,123,136,2436,3118,97,101,3765,3318,447,4723,4175,548,11,9,1669,1,5,1,1,6,2,2.04,47,-109.75
Montana,MT,171,0,0,0,669,1,0,0,"Jun,2020",6/30/20,2020,6,West,5,452,34,51063,1930,2332,123,136,2436,3118,97,101,3765,3318,447,4723,4175,548,11,9,1669,1,5,1,1,6,2,2.04,47,-109.75
Montana,MT,271,5,0,0,1201,10,0,0,"Jul,2020",7/29/20,2020,7,West,38,2998,129,79109,1930,2332,123,136,2436,3118,97,101,3765,3318,447,4723,4175,548,11,9,1669,1,5,1,1,6,2,2.04,47,-109.75
Montana,MT,0,1,0,0,0,4,0,0,"Aug,2020",8/27/20,2020,8,West,44,3456,206,80268,1930,2332,123,136,2436,3118,97,101,3765,3318,447,4723,4175,548,11,9,1669,1,5,1,1,6,2,2.04,47,-109.75
Montana,MT,0,18,0,0,0,115,0,0,"Sep,2020",9/25/20,2020,9,West,76,5650,281,92920,1930,2332,123,136,2436,3118,97,101,3765,3318,447,4723,4175,548,11,9,1669,1,5,1,1,6,2,2.04,47,-109.75
Montana,MT,0,130,0,0,0,529,0,0,"Oct,2020",10/26/20,2020,10,West,195,19730,633,155757,1930,2332,123,136,2436,3118,97,101,3765,3318,447,4723,4175,548,11,9,1669,1,5,1,1,6,2,2.04,47,-109.75
Montana,MT,0,109,0,0,0,350,0,4,"Nov,2020",11/30/20,2020,11,West,306,29397,1272,157106,1930,2332,123,136,2436,3118,97,101,3765,3318,447,4723,4175,548,11,9,1669,1,5,1,1,6,2,2.04,47,-109.75
Montana,MT,0,-4,0,0,0,113,0,2,"Dec,2020",12/30/20,2020,12,West,280,19357,946,135568,1930,2332,123,136,2436,3118,97,101,3765,3318,447,4723,4175,548,11,9,1669,1,5,1,1,6,2,2.04,47,-109.75
Montana,MT,0,25,0,0,0,3,0,0,"Jan,2021",1/26/21,2021,1,West,272,12394,677,162660,1930,2332,123,136,2436,3118,97,101,3765,3318,447,4723,4175,548,11,9,1669,1,5,1,1,6,2,2.04,47,-109.75
Nebraska,NE,,2,0,0,0,0,0,0,"Apr,2020",4/28/20,2020,4,Midwest,65,3612,0,25125,2303,3115,152,140,3419,3419,103,0,5491,5061,430,5682,5254,428,9,9,870,6,8,1,3,2,0,1.14,41.5,-99.75
Nebraska,NE,,9,0,0,0,7,0,0,"May,2020",5/27/20,2020,5,Midwest,102,10121,0,92019,2303,3115,152,140,3419,3419,103,0,5491,5061,430,5682,5254,428,9,9,870,6,8,1,3,2,0,1.14,41.5,-99.75
Nebraska,NE,,8,0,0,87,1,0,0,"Jun,2020",6/23/20,2020,6,Midwest,99,5137,1330,101037,2303,3115,152,140,3419,3419,103,0,5491,5061,430,5682,5254,428,9,9,870,6,8,1,3,2,0,1.14,41.5,-99.75
Nebraska,NE,,22,13,0,452,2,3,0,"Jul,2020",7/31/20,2020,7,Midwest,59,6724,280,126235,2303,3115,152,140,3419,3419,103,0,5491,5061,430,5682,5254,428,9,9,870,6,8,1,3,2,0,1.14,41.5,-99.75
Nebraska,NE,,40,37,0,16,1,0,0,"Aug,2020",8/28/20,2020,8,Midwest,64,8280,384,128855,2303,3115,152,140,3419,3419,103,0,5491,5061,430,5682,5254,428,9,9,870,6,8,1,3,2,0,1.14,41.5,-99.75
Nebraska,NE,,239,165,0,1147,199,125,1,"Sep,2020",9/25/20,2020,9,Midwest,86,10998,321,142079,2303,3115,152,140,3419,3419,103,0,5491,5061,430,5682,5254,428,9,9,870,6,8,1,3,2,0,1.14,41.5,-99.75
Nebraska,NE,,0,0,0,973,50,99,1,"Oct,2020",10/23/20,2020,10,Midwest,168,24601,718,319771,2303,3115,152,140,3419,3419,103,0,5491,5061,430,5682,5254,428,9,9,870,6,8,1,3,2,0,1.14,41.5,-99.75
Nebraska,NE,,0,0,0,1680,417,78,2,"Nov,2020",11/27/20,2020,11,Midwest,343,56821,1244,416048,2303,3115,152,140,3419,3419,103,0,5491,5061,430,5682,5254,428,9,9,870,6,8,1,3,2,0,1.14,41.5,-99.75
Nebraska,NE,,140,147,0,1217,196,465,2,"Dec,2020",12/28/20,2020,12,Midwest,622,38831,943,389548,2303,3115,152,140,3419,3419,103,0,5491,5061,430,5682,5254,428,9,9,870,6,8,1,3,2,0,1.14,41.5,-99.75
Nebraska,NE,,0,0,0,492,59,94,0,"Jan,2021",1/22/21,2021,1,Midwest,309,25416,584,356404,2303,3115,152,140,3419,3419,103,0,5491,5061,430,5682,5254,428,9,9,870,6,8,1,3,2,0,1.14,41.5,-99.75
Nevada,NV,0,8,0,0,0,0,0,0,"Apr,2020",4/29/20,2020,4,West,232,3885,0,37617,9055,11082,103,106,9683,12191,96,96,13641,12349,1292,12840,11601,1239,22,21,6126,10,16,2,11,11,0,2.53,39.25,-116.75
Nevada,NV,0,12,0,0,3386,5,0,0,"May,2020",5/28/20,2020,5,West,175,3595,0,113253,9055,11082,103,106,9683,12191,96,96,13641,12349,1292,12840,11601,1239,22,21,6126,10,16,2,11,11,0,2.53,39.25,-116.75
Nevada,NV,1989,17,8,0,8943,10,15,0,"Jun,2020",6/30/20,2020,6,West,63,9863,0,157930,9055,11082,103,106,9683,12191,96,96,13641,12349,1292,12840,11601,1239,22,21,6126,10,16,2,11,11,0,2.53,39.25,-116.75
Nevada,NV,88,28,3,0,0,7,5,0,"Jul,2020",7/28/20,2020,7,West,323,29632,0,293787,9055,11082,103,106,9683,12191,96,96,13641,12349,1292,12840,11601,1239,22,21,6126,10,16,2,11,11,0,2.53,39.25,-116.75
Nevada,NV,0,28,3,2,0,6,5,0,"Aug,2020",8/25/20,2020,8,West,475,21140,0,238054,9055,11082,103,106,9683,12191,96,96,13641,12349,1292,12840,11601,1239,22,21,6126,10,16,2,11,11,0,2.53,39.25,-116.75
Nevada,NV,0,42,4,0,0,9,1,0,"Sep,2020",9/29/20,2020,9,West,295,10752,0,197651,9055,11082,103,106,9683,12191,96,96,13641,12349,1292,12840,11601,1239,22,21,6126,10,16,2,11,11,0,2.53,39.25,-116.75
Nevada,NV,0,23,6,0,0,4,1,0,"Oct,2020",10/27/20,2020,10,West,177,20783,0,-1052436,9055,11082,103,106,9683,12191,96,96,13641,12349,1292,12840,11601,1239,22,21,6126,10,16,2,11,11,0,2.53,39.25,-116.75
Nevada,NV,0,180,23,0,0,633,0,0,"Nov,2020",11/24/20,2020,11,West,367,51406,0,0,9055,11082,103,106,9683,12191,96,96,13641,12349,1292,12840,11601,1239,22,21,6126,10,16,2,11,11,0,2.53,39.25,-116.75
Nevada,NV,0,463,3,0,0,1938,1,10,"Dec,2020",12/29/20,2020,12,West,981,72562,0,0,9055,11082,103,106,9683,12191,96,96,13641,12349,1292,12840,11601,1239,22,21,6126,10,16,2,11,11,0,2.53,39.25,-116.75
Nevada,NV,0,205,0,2,0,1995,0,36,"Jan,2021",1/26/21,2021,1,West,1145,53577,0,0,9055,11082,103,106,9683,12191,96,96,13641,12349,1292,12840,11601,1239,22,21,6126,10,16,2,11,11,0,2.53,39.25,-116.75
New Hampshire,NH,0,11,0,0,7,0,0,0,"Apr,2020",4/29/20,2020,4,Northeast,63,1740,214,17623,2203,2402,103,99,2000,2177,114,109,2722,2491,231,2691,2463,228,8,8,1402,2,5,3,6,5,0,1.19,43.66,-71.49
New Hampshire,NH,0,0,0,0,7,1,0,0,"May,2020",5/27/20,2020,5,Northeast,176,2491,190,55996,2203,2402,103,99,2000,2177,114,109,2722,2491,231,2691,2463,228,8,8,1402,2,5,3,6,5,0,1.19,43.66,-71.49
New Hampshire,NH,0,0,0,0,17,0,0,0,"Jun,2020",6/23/20,2020,6,Northeast,125,1215,116,71535,2203,2402,103,99,2000,2177,114,109,2722,2491,231,2691,2463,228,8,8,1402,2,5,3,6,5,0,1.19,43.66,-71.49
New Hampshire,NH,0,0,0,0,18,0,1,0,"Jul,2020",7/28/20,2020,7,Northeast,48,784,127,82634,2203,2402,103,99,2000,2177,114,109,2722,2491,231,2691,2463,228,8,8,1402,2,5,3,6,5,0,1.19,43.66,-71.49
New Hampshire,NH,0,0,0,0,20,0,0,0,"Aug,2020",8/25/20,2020,8,Northeast,17,731,22,94067,2203,2402,103,99,2000,2177,114,109,2722,2491,231,2691,2463,228,8,8,1402,2,5,3,6,5,0,1.19,43.66,-71.49
New Hampshire,NH,0,0,0,0,21,0,0,0,"Sep,2020",9/30/20,2020,9,Northeast,7,991,24,117380,2203,2402,103,99,2000,2177,114,109,2722,2491,231,2691,2463,228,8,8,1402,2,5,3,6,5,0,1.19,43.66,-71.49
New Hampshire,NH,0,1,1,0,31,0,0,0,"Oct,2020",10/27/20,2020,10,Northeast,44,2818,41,171119,2203,2402,103,99,2000,2177,114,109,2722,2491,231,2691,2463,228,8,8,1402,2,5,3,6,5,0,1.19,43.66,-71.49
New Hampshire,NH,0,18,3,0,133,6,0,0,"Nov,2020",11/24/20,2020,11,Northeast,43,9910,60,200565,2203,2402,103,99,2000,2177,114,109,2722,2491,231,2691,2463,228,8,8,1402,2,5,3,6,5,0,1.19,43.66,-71.49
New Hampshire,NH,0,100,127,0,808,327,218,0,"Dec,2020",12/29/20,2020,12,Northeast,233,23034,63,215770,2203,2402,103,99,2000,2177,114,109,2722,2491,231,2691,2463,228,8,8,1402,2,5,3,6,5,0,1.19,43.66,-71.49
New Hampshire,NH,0,33,18,0,256,96,195,2,"Jan,2021",1/26/21,2021,1,Northeast,298,21667,135,229228,2203,2402,103,99,2000,2177,114,109,2722,2491,231,2691,2463,228,8,8,1402,2,5,3,6,5,0,1.19,43.66,-71.49
New Jersey,NJ,0,514,0,2,188,153,,29,"Apr,2020",4/29/20,2020,4,Northeast,8300,99956,0,0,20861,18131,130,142,26979,26024,101,99,19362,18592,770,18613,17912,701,42,33,20823,13,23,8,16,15,3,1.73,40.16,-74.49
New Jersey,NJ,0,225,0,1,11309,1439,,14,"May,2020",5/27/20,2020,5,Northeast,4748,42152,17197,745308,20861,18131,130,142,26979,26024,101,99,19362,18592,770,18613,17912,701,42,33,20823,13,23,8,16,15,3,1.73,40.16,-74.49
New Jersey,NJ,-433,38,85,0,8837,1229,,3,"Jun,2020",6/30/20,2020,6,Northeast,1532,11833,2650,677066,20861,18131,130,142,26979,26024,101,99,19362,18592,770,18613,17912,701,42,33,20823,13,23,8,16,15,3,1.73,40.16,-74.49
New Jersey,NJ,6435,0,170,0,15948,71,,3,"Jul,2020",7/28/20,2020,7,Northeast,775,11264,1718,673955,20861,18131,130,142,26979,26024,101,99,19362,18592,770,18613,17912,701,42,33,20823,13,23,8,16,15,3,1.73,40.16,-74.49
New Jersey,NJ,11114,219,40,0,18220,116,,0,"Aug,2020",8/25/20,2020,8,Northeast,228,11504,1062,761589,20861,18131,130,142,26979,26024,101,99,19362,18592,770,18613,17912,701,42,33,20823,13,23,8,16,15,3,1.73,40.16,-74.49
New Jersey,NJ,36738,20,68,0,44936,15,,0,"Sep,2020",9/29/20,2020,9,Northeast,175,15053,812,755114,20861,18131,130,142,26979,26024,101,99,19362,18592,770,18613,17912,701,42,33,20823,13,23,8,16,15,3,1.73,40.16,-74.49
New Jersey,NJ,0,39,186,0,40503,29,,3,"Oct,2020",10/26/20,2020,10,Northeast,228,39055,14249,1043074,20861,18131,130,142,26979,26024,101,99,19362,18592,770,18613,17912,701,42,33,20823,13,23,8,16,15,3,1.73,40.16,-74.49
New Jersey,NJ,0,123,0,0,0,92,,0,"Nov,2020",11/24/20,2020,11,Northeast,643,117385,3525,1430390,20861,18131,130,142,26979,26024,101,99,19362,18592,770,18613,17912,701,42,33,20823,13,23,8,16,15,3,1.73,40.16,-74.49
New Jersey,NJ,0,492,0,0,0,476,,0,"Dec,2020",12/29/20,2020,12,Northeast,2049,160087,6113,1649279,20861,18131,130,142,26979,26024,101,99,19362,18592,770,18613,17912,701,42,33,20823,13,23,8,16,15,3,1.73,40.16,-74.49
New Jersey,NJ,0,333,0,0,0,663,,0,"Jan,2021",1/26/21,2021,1,Northeast,2442,169844,13218,1590572,20861,18131,130,142,26979,26024,101,99,19362,18592,770,18613,17912,701,42,33,20823,13,23,8,16,15,3,1.73,40.16,-74.49
New Mexico,NM,32,1,0,0,7,0,0,0,"Apr,2020",4/30/20,2020,4,West,118,3096,536,0,5905,6035,87,119,6071,7357,85,98,7030,6256,774,6723,6046,677,11,9,3131,6,8,0,5,1,0,0.79,34.5,-106
New Mexico,NM,2216,4,0,0,3317,43,0,0,"May,2020",5/28/20,2020,5,West,233,4278,781,199604,5905,6035,87,119,6071,7357,85,98,7030,6256,774,6723,6046,677,11,9,3131,6,8,0,5,1,0,0.79,34.5,-106
New Mexico,NM,883,12,2,0,1914,375,110,3,"Jun,2020",6/24/20,2020,6,West,141,4458,585,144577,5905,6035,87,119,6071,7357,85,98,7030,6256,774,6723,6046,677,11,9,3131,6,8,0,5,1,0,0.79,34.5,-106
New Mexico,NM,2731,33,8,0,3802,82,328,1,"Jul,2020",7/28/20,2020,7,West,145,8453,784,213831,5905,6035,87,119,6071,7357,85,98,7030,6256,774,6723,6046,677,11,9,3131,6,8,0,5,1,0,0.79,34.5,-106
New Mexico,NM,4739,30,20,0,2724,9,42,0,"Aug,2020",8/25/20,2020,8,West,137,4752,448,202862,5905,6035,87,119,6071,7357,85,98,7030,6256,774,6723,6046,677,11,9,3131,6,8,0,5,1,0,0.79,34.5,-106
New Mexico,NM,-10407,33,41,0,4613,54,26,0,"Sep,2020",9/29/20,2020,9,West,98,4083,361,160135,5905,6035,87,119,6071,7357,85,98,7030,6256,774,6723,6046,677,11,9,3131,6,8,0,5,1,0,0.79,34.5,-106
New Mexico,NM,0,80,13,0,2479,172,19,0,"Oct,2020",10/27/20,2020,10,West,141,17055,1122,251711,5905,6035,87,119,6071,7357,85,98,7030,6256,774,6723,6046,677,11,9,3131,6,8,0,5,1,0,0.79,34.5,-106
New Mexico,NM,0,360,154,0,3617,744,41,7,"Nov,2020",11/24/20,2020,11,West,550,50605,2165,385571,5905,6035,87,119,6071,7357,85,98,7030,6256,774,6723,6046,677,11,9,3131,6,8,0,5,1,0,0.79,34.5,-106
New Mexico,NM,0,259,348,0,3793,750,1050,12,"Dec,2020",12/28/20,2020,12,West,909,45769,2907,411921,5905,6035,87,119,6071,7357,85,98,7030,6256,774,6723,6046,677,11,9,3131,6,8,0,5,1,0,0.79,34.5,-106
New Mexico,NM,0,65,160,0,4414,260,645,3,"Jan,2021",1/26/21,2021,1,West,806,31200,2386,373243,5905,6035,87,119,6071,7357,85,98,7030,6256,774,6723,6046,677,11,9,3131,6,8,0,5,1,0,0.79,34.5,-106
New York,NY,,1005,0,2,525,367,0,10,"Apr,2020",4/29/20,2020,4,Northeast,16771,228577,60315,0,55299,57705,130,111,69014,63458,104,101,46636,44544,2092,43500,41572,1928,77,72,30738,20,69,13,31,7,1,0.72,43,-75.49
New York,NY,,230,0,2,602,123,0,6,"May,2020",5/27/20,2020,5,Northeast,5584,66398,12190,0,55299,57705,130,111,69014,63458,104,101,46636,44544,2092,43500,41572,1928,77,72,30738,20,69,13,31,7,1,0.72,43,-75.49
New York,NY,,23,133,1,266,26,81,0,"Jun,2020",6/30/20,2020,6,Northeast,950,22684,405,0,55299,57705,130,111,69014,63458,104,101,46636,44544,2092,43500,41572,1928,77,72,30738,20,69,13,31,7,1,0.72,43,-75.49
New York,NY,,10,5,0,4409,85,42,1,"Jul,2020",7/28/20,2020,7,Northeast,295,21560,0,0,55299,57705,130,111,69014,63458,104,101,46636,44544,2092,43500,41572,1928,77,72,30738,20,69,13,31,7,1,0.72,43,-75.49
New York,NY,,10,25,0,2726,151,201,0,"Aug,2020",8/25/20,2020,8,Northeast,178,19742,0,0,55299,57705,130,111,69014,63458,104,101,46636,44544,2092,43500,41572,1928,77,72,30738,20,69,13,31,7,1,0.72,43,-75.49
New York,NY,,14,27,0,6726,20,18,0,"Sep,2020",9/29/20,2020,9,Northeast,151,23893,0,0,55299,57705,130,111,69014,63458,104,101,46636,44544,2092,43500,41572,1928,77,72,30738,20,69,13,31,7,1,0.72,43,-75.49
New York,NY,,147,49,0,10503,791,61,1,"Oct,2020",10/27/20,2020,10,Northeast,328,48831,0,0,55299,57705,130,111,69014,63458,104,101,46636,44544,2092,43500,41572,1928,77,72,30738,20,69,13,31,7,1,0.72,43,-75.49
New York,NY,,241,165,0,9811,171,804,0,"Nov,2020",11/24/20,2020,11,Northeast,940,140500,0,0,55299,57705,130,111,69014,63458,104,101,46636,44544,2092,43500,41572,1928,77,72,30738,20,69,13,31,7,1,0.72,43,-75.49
New York,NY,,1237,507,1,11050,1208,535,3,"Dec,2020",12/29/20,2020,12,Northeast,3293,326234,0,0,55299,57705,130,111,69014,63458,104,101,46636,44544,2092,43500,41572,1928,77,72,30738,20,69,13,31,7,1,0.72,43,-75.49
New York,NY,,1230,1627,1,10079,1863,1676,9,"Jan,2021",1/26/21,2021,1,Northeast,5138,436442,0,0,55299,57705,130,111,69014,63458,104,101,46636,44544,2092,43500,41572,1928,77,72,30738,20,69,13,31,7,1,0.72,43,-75.49
North Carolina,NC,0,29,0,0,1042,596,0,2,"Apr,2020",4/29/20,2020,4,South,370,9011,0,0,31810,36832,97,104,33759,40084,91,95,34899,32171,2728,34079,31398,2681,88,82,20502,21,77,4,56,13,1,2.45,35.5,-80
North Carolina,NC,0,123,0,1,233,54,0,3,"May,2020",5/27/20,2020,5,South,508,18080,0,416289,31810,36832,97,104,33759,40084,91,95,34899,32171,2728,34079,31398,2681,88,82,20502,21,77,4,56,13,1,2.45,35.5,-80
North Carolina,NC,2170,47,35,0,3189,149,167,0,"Jun,2020",6/30/20,2020,6,South,457,36081,0,493744,31810,36832,97,104,33759,40084,91,95,34899,32171,2728,34079,31398,2681,88,82,20502,21,77,4,56,13,1,2.45,35.5,-80
North Carolina,NC,8643,157,108,0,21765,608,144,3,"Jul,2020",7/28/20,2020,7,South,581,57478,0,847069,31810,36832,97,104,33759,40084,91,95,34899,32171,2728,34079,31398,2681,88,82,20502,21,77,4,56,13,1,2.45,35.5,-80
North Carolina,NC,0,216,230,0,6692,412,637,2,"Aug,2020",8/25/20,2020,8,South,778,45165,0,499070,31810,36832,97,104,33759,40084,91,95,34899,32171,2728,34079,31398,2681,88,82,20502,21,77,4,56,13,1,2.45,35.5,-80
North Carolina,NC,0,377,228,0,1182,1056,827,4,"Sep,2020",9/29/20,2020,9,South,830,43319,0,773770,31810,36832,97,104,33759,40084,91,95,34899,32171,2728,34079,31398,2681,88,82,20502,21,77,4,56,13,1,2.45,35.5,-80
North Carolina,NC,0,284,285,1,18869,1235,856,4,"Oct,2020",10/27/20,2020,10,South,846,64003,0,1013756,31810,36832,97,104,33759,40084,91,95,34899,32171,2728,34079,31398,2681,88,82,20502,21,77,4,56,13,1,2.45,35.5,-80
North Carolina,NC,0,327,230,2,7566,1212,1030,6,"Nov,2020",11/24/20,2020,11,South,883,89877,0,1251592,31810,36832,97,104,33759,40084,91,95,34899,32171,2728,34079,31398,2681,88,82,20502,21,77,4,56,13,1,2.45,35.5,-80
North Carolina,NC,21341,879,600,3,18917,2098,1964,8,"Dec,2020",12/29/20,2020,12,South,1487,175033,0,1603219,31810,36832,97,104,33759,40084,91,95,34899,32171,2728,34079,31398,2681,88,82,20502,21,77,4,56,13,1,2.45,35.5,-80
North Carolina,NC,17141,809,940,0,12520,1283,1050,10,"Jan,2021",1/26/21,2021,1,South,2587,217981,0,1964559,31810,36832,97,104,33759,40084,91,95,34899,32171,2728,34079,31398,2681,88,82,20502,21,77,4,56,13,1,2.45,35.5,-80
North Dakota,ND,0,1,0,0,12,0,0,0,"Apr,2020",4/27/20,2020,4,Midwest,16,950,64,25341,390,1455,254,97,907,1455,109,97,1695,1499,196,1794,1585,209,8,6,796,4,5,0,0,1,2,4.85,47.5,-100
North Dakota,ND,348,2,0,0,930,4,0,0,"May,2020",5/26/20,2020,5,Midwest,45,1507,82,65213,390,1455,254,97,907,1455,109,97,1695,1499,196,1794,1585,209,8,6,796,4,5,0,0,1,2,4.85,47.5,-100
North Dakota,ND,234,0,0,0,807,3,5,0,"Jun,2020",6/30/20,2020,6,Midwest,24,998,64,87622,390,1455,254,97,907,1455,109,97,1695,1499,196,1794,1585,209,8,6,796,4,5,0,0,1,2,4.85,47.5,-100
North Dakota,ND,402,4,3,0,731,1,2,0,"Jul,2020",7/28/20,2020,7,Midwest,19,2882,133,127956,390,1455,254,97,907,1455,109,97,1695,1499,196,1794,1585,209,8,6,796,4,5,0,0,1,2,4.85,47.5,-100
North Dakota,ND,2855,8,8,0,2852,3,4,0,"Aug,2020",8/25/20,2020,8,Midwest,40,5336,190,161023,390,1455,254,97,907,1455,109,97,1695,1499,196,1794,1585,209,8,6,796,4,5,0,0,1,2,4.85,47.5,-100
North Dakota,ND,3111,31,21,0,2991,13,13,0,"Sep,2020",9/30/20,2020,9,Midwest,102,10013,305,165121,390,1455,254,97,907,1455,109,97,1695,1499,196,1794,1585,209,8,6,796,4,5,0,0,1,2,4.85,47.5,-100
North Dakota,ND,2369,67,46,0,3009,78,0,0,"Oct,2020",10/27/20,2020,10,Midwest,280,22391,759,230431,390,1455,254,97,907,1455,109,97,1695,1499,196,1794,1585,209,8,6,796,4,5,0,0,1,2,4.85,47.5,-100
North Dakota,ND,2248,98,79,0,3938,373,267,0,"Nov,2020",11/25/20,2020,11,Midwest,404,36485,1090,277451,390,1455,254,97,907,1455,109,97,1695,1499,196,1794,1585,209,8,6,796,4,5,0,0,1,2,4.85,47.5,-100
North Dakota,ND,2475,28,67,0,3828,138,316,1,"Dec,2020",12/29/20,2020,12,Midwest,356,11816,844,169304,390,1455,254,97,907,1455,109,97,1695,1499,196,1794,1585,209,8,6,796,4,5,0,0,1,2,4.85,47.5,-100
North Dakota,ND,2222,22,27,1,2855,4,6,0,"Jan,2021",1/26/21,2021,1,Midwest,153,5135,228,117686,390,1455,254,97,907,1455,109,97,1695,1499,196,1794,1585,209,8,6,796,4,5,0,0,1,2,4.85,47.5,-100
Ohio,OH,,366,0,2,5659,3890,0,28,"Apr,2020",4/29/20,2020,4,Midwest,920,15828,2948,110274,30506,30506,157,0,40707,36561,118,122,50431,46153,4278,50338,46072,4266,59,44,34510,17,36,9,22,18,10,2.03,40.25,-83
Ohio,OH,,241,0,2,3667,804,0,42,"May,2020",5/27/20,2020,5,Midwest,1180,17486,2516,284324,30506,30506,157,0,40707,36561,118,122,50431,46153,4278,50338,46072,4266,59,44,34510,17,36,9,22,18,10,2.03,40.25,-83
Ohio,OH,,139,194,1,5252,308,109,12,"Jun,2020",6/30/20,2020,6,Midwest,708,16276,1790,403112,30506,30506,157,0,40707,36561,118,122,50431,46153,4278,50338,46072,4266,59,44,34510,17,36,9,22,18,10,2.03,40.25,-83
Ohio,OH,,141,113,0,4506,193,54,2,"Jul,2020",7/28/20,2020,7,Midwest,626,39370,2951,700861,30506,30506,157,0,40707,36561,118,122,50431,46153,4278,50338,46072,4266,59,44,34510,17,36,9,22,18,10,2.03,40.25,-83
Ohio,OH,,112,136,0,5310,588,202,5,"Aug,2020",8/25/20,2020,8,Midwest,649,31998,2586,772921,30506,30506,157,0,40707,36561,118,122,50431,46153,4278,50338,46072,4266,59,44,34510,17,36,9,22,18,10,2.03,40.25,-83
Ohio,OH,,142,178,0,6883,535,486,11,"Sep,2020",9/29/20,2020,9,Midwest,666,30830,2140,903527,30506,30506,157,0,40707,36561,118,122,50431,46153,4278,50338,46072,4266,59,44,34510,17,36,9,22,18,10,2.03,40.25,-83
Ohio,OH,,253,192,0,6299,516,369,7,"Oct,2020",10/27/20,2020,10,Midwest,497,61710,3616,1264815,30506,30506,157,0,40707,36561,118,122,50431,46153,4278,50338,46072,4266,59,44,34510,17,36,9,22,18,10,2.03,40.25,-83
