date,state,dataQualityGrade,deathIncrease (Deaths),positiveIncrease (increasing cases),hospitalizedIncrease (Hospitalized),totalTestsViralIncrease (Tested)
4/23/20,UT,A,1,167,13,5604
4/24/20,UT,A,4,170,14,4692
4/25/20,UT,C,2,166,14,4687
4/26/20,UT,C,0,175,16,4329
4/27/20,UT,C,0,110,4,2337
4/28/20,UT,C,4,110,21,3703
4/29/20,UT,C,0,152,13,4750
4/30/20,UT,C,1,177,7,4049
5/1/20,UT,C,0,156,13,3763
5/2/20,UT,C,3,153,15,5757
5/3/20,UT,C,1,194,18,3391
5/4/20,UT,C,0,142,5,3675
5/5/20,UT,C,6,132,15,3294
5/6/20,UT,C,2,146,8,4578
5/7/20,UT,B,3,129,12,4932
5/8/20,UT,B,0,195,12,5010
5/9/20,UT,B,5,184,10,4869
5/10/20,UT,B,1,148,14,3139
5/11/20,UT,B,1,111,5,2182
5/12/20,UT,B,5,70,18,3409
5/13/20,UT,B,2,188,18,4958
5/14/20,UT,B,0,129,5,3761
5/15/20,UT,B,2,164,8,4213
5/16/20,UT,B,1,155,12,4098
5/17/20,UT,B,2,170,8,4066
5/18/20,UT,B,0,146,9,3300
5/19/20,UT,B,8,134,24,4217
5/20/20,UT,B,2,192,12,4566
5/21/20,UT,B,2,164,16,4230
5/22/20,UT,B,1,183,13,3924
5/23/20,UT,B,4,203,16,4316
5/24/20,UT,B,0,132,12,4112
5/25/20,UT,B,1,129,4,2776
5/26/20,UT,B,3,99,4,2276
5/27/20,UT,B,4,86,20,3349
5/28/20,UT,B,1,215,18,4520
5/29/20,UT,B,1,343,19,4076
5/30/20,UT,B,5,269,10,4973
5/31/20,UT,B,1,264,12,4840
6/1/20,UT,B,0,202,14,3708
6/2/20,UT,B,0,203,12,4891
6/3/20,UT,B,4,295,28,4119
6/4/20,UT,B,0,316,21,5094
6/5/20,UT,B,3,439,20,4638
6/6/20,UT,B,1,546,20,5947
6/7/20,UT,B,0,268,10,4837
6/8/20,UT,B,3,256,18,3798
6/9/20,UT,B,3,237,13,5367
6/10/20,UT,B,1,305,23,6399
6/11/20,UT,B,3,388,14,5409
6/12/20,UT,B,8,325,20,5184
6/13/20,UT,B,0,404,24,6411
6/14/20,UT,B,0,332,16,5291
6/15/20,UT,B,4,295,13,4508
6/16/20,UT,B,2,329,32,5106
6/17/20,UT,A,4,407,29,4966
6/18/20,UT,A,3,495,18,4995
6/19/20,UT,A,3,586,25,6437
6/20/20,UT,A,0,643,16,6803
6/21/20,UT,A,3,394,23,6117
6/22/20,UT,A,0,444,8,4463
6/23/20,UT,A,5,394,34,5721
6/24/20,UT,A+,0,484,30,6339
6/25/20,UT,A+,1,590,34,6874
6/26/20,UT,A+,2,676,31,6208
6/27/20,UT,A+,1,578,44,7760
6/28/20,UT,A+,0,472,31,7442
6/29/20,UT,A+,1,564,21,6810
6/30/20,UT,A+,4,553,27,7237
7/1/20,UT,A+,1,499,32,6711
7/2/20,UT,A+,3,554,29,7940
7/3/20,UT,A+,5,596,24,7907
7/4/20,UT,A+,0,676,36,7487
7/5/20,UT,A+,3,410,17,4168
7/6/20,UT,A+,6,517,22,4162
7/7/20,UT,A+,4,564,49,7810
7/8/20,UT,A+,7,722,25,7029
7/9/20,UT,A+,4,601,22,7660
7/10/20,UT,A+,2,867,48,8343
7/11/20,UT,A+,5,632,49,8695
7/12/20,UT,A+,3,629,27,7519
7/13/20,UT,A+,1,546,26,5943
7/14/20,UT,A+,10,448,38,10041
7/15/20,UT,A+,7,413,25,8465
7/16/20,UT,A+,1,954,43,9369
7/17/20,UT,A+,1,727,28,8860
7/18/20,UT,A+,8,760,30,8708
7/19/20,UT,A+,0,785,19,7040
7/20/20,UT,A+,4,409,33,6278
7/21/20,UT,A+,4,486,43,7559
7/22/20,UT,A+,9,566,26,7953
7/23/20,UT,A+,7,521,15,8295
7/24/20,UT,A+,6,863,38,7982
7/25/20,UT,A+,1,661,25,8093
7/26/20,UT,A+,0,350,21,4671
7/27/20,UT,A+,7,436,19,5629
7/28/20,UT,A+,5,446,42,6631
7/29/20,UT,A+,6,339,29,7075
7/30/20,UT,A+,8,502,22,7269
7/31/20,UT,A+,4,500,31,6368
8/1/20,UT,A+,6,506,35,7214
8/2/20,UT,A+,1,473,18,5726
8/3/20,UT,A+,3,354,20,4261
8/4/20,UT,A+,7,378,32,6077
8/5/20,UT,A+,6,421,37,6727
8/6/20,UT,A+,3,587,35,7130
8/7/20,UT,A+,5,460,24,7637
8/8/20,UT,A+,0,376,26,6477
8/9/20,UT,A+,1,376,16,6057
8/10/20,UT,A+,9,263,22,4411
8/11/20,UT,A+,4,362,35,4193
8/12/20,UT,A+,2,338,19,5774
8/13/20,UT,A+,2,334,25,6361
8/14/20,UT,A+,7,552,23,6212
8/15/20,UT,A+,3,345,16,6507
8/16/20,UT,A+,0,331,11,5469
8/17/20,UT,A+,1,242,11,4892
8/18/20,UT,A+,5,263,22,5507
8/19/20,UT,A+,8,364,28,6595
8/20/20,UT,A+,4,461,21,6881
8/21/20,UT,A+,2,463,17,5455
8/22/20,UT,A+,2,369,29,7148
8/23/20,UT,A+,0,301,27,4928
8/24/20,UT,A+,5,249,15,4197
8/25/20,UT,A+,7,403,28,5145
8/26/20,UT,A+,4,407,27,5973
8/27/20,UT,A+,2,383,19,6769
8/28/20,UT,A+,4,391,26,5636
8/29/20,UT,A+,0,458,16,7188
8/30/20,UT,A+,0,448,23,6135
8/31/20,UT,A+,0,253,13,3997
9/1/20,UT,A+,2,296,17,5063
9/2/20,UT,A+,1,419,24,6765
9/3/20,UT,A+,4,504,19,6672
9/4/20,UT,A+,5,513,19,6982
9/5/20,UT,A+,1,433,16,6912
9/6/20,UT,A+,2,388,19,6786
9/7/20,UT,A+,1,373,18,3832
9/8/20,UT,A+,1,326,17,3435
9/9/20,UT,A+,3,314,21,4213
9/10/20,UT,A+,3,346,10,6448
9/11/20,UT,A+,1,656,15,7977
9/12/20,UT,A+,2,572,23,8200
9/13/20,UT,A+,0,628,15,6237
9/14/20,UT,A+,3,563,12,4073
9/15/20,UT,A+,0,562,23,7801
9/16/20,UT,A+,1,747,20,9039
9/17/20,UT,A+,0,911,20,9170
9/18/20,UT,A+,0,1117,43,9169
9/19/20,UT,A+,3,1077,33,10266
9/20/20,UT,A+,0,920,17,8991
9/21/20,UT,A+,1,622,26,5991
9/22/20,UT,A+,2,650,30,8162
9/23/20,UT,A+,1,877,34,10880
9/24/20,UT,A+,0,1198,35,12022
9/25/20,UT,A+,4,1411,49,9893
9/26/20,UT,A+,0,1017,34,12421
9/27/20,UT,A+,5,1068,27,9401
9/28/20,UT,A+,0,827,28,6272
9/29/20,UT,A+,4,694,50,8919
9/30/20,UT,A+,2,906,40,11099
10/1/20,UT,A+,0,1008,35,10787
10/2/20,UT,A+,15,1107,34,11494
10/3/20,UT,A+,2,1068,40,11335
10/4/20,UT,A+,2,1393,24,9595
10/5/20,UT,A+,4,1105,39,7533
10/6/20,UT,A+,6,716,39,10769
10/7/20,UT,A+,8,1007,55,12188
10/8/20,UT,A+,5,1501,54,12505
10/9/20,UT,A+,4,1343,53,13277
10/10/20,UT,A+,5,1354,55,12969
10/11/20,UT,A+,7,1200,31,10814
10/12/20,UT,A+,5,988,25,6434
10/13/20,UT,A+,0,987,52,8603
10/14/20,UT,A+,5,1144,77,11745
10/15/20,UT,A+,2,1498,51,13307
10/16/20,UT,A+,8,1496,48,12129
10/17/20,UT,A+,3,1340,51,11802
10/18/20,UT,A+,3,1097,46,9579
10/19/20,UT,A+,3,1168,32,7159
10/20/20,UT,A+,5,1081,65,8322
10/21/20,UT,A+,6,1363,54,11847
10/22/20,UT,A+,6,1543,73,12708
10/23/20,UT,A+,4,1960,59,12352
10/24/20,UT,A+,1,1608,58,12974
10/25/20,UT,A+,4,1765,52,11115
10/26/20,UT,A+,2,1201,53,4659
10/27/20,UT,A+,4,1145,67,3119
10/28/20,UT,A+,10,1575,78,9731
10/29/20,UT,A+,10,1837,72,14983
10/30/20,UT,A+,3,2292,76,15541
10/31/20,UT,A+,3,1724,68,11569
11/1/20,UT,A+,10,1854,63,9293
11/2/20,UT,A+,0,1196,50,11790
11/3/20,UT,A+,6,1669,89,10710
11/4/20,UT,A+,5,2110,90,8531
11/5/20,UT,A+,7,2807,75,18463
11/6/20,UT,A+,17,2987,92,15707
11/7/20,UT,A+,9,2956,98,16981
11/8/20,UT,A+,1,2386,64,12256
11/9/20,UT,A+,2,2247,78,12787
11/10/20,UT,A+,11,2517,122,16429
11/11/20,UT,A+,6,2335,111,12971
11/12/20,UT,A+,9,3919,92,16670
11/13/20,UT,A+,14,2150,104,15697
11/14/20,UT,A+,9,5352,85,21407
11/15/20,UT,A+,8,2667,93,13039
11/16/20,UT,A+,5,1971,90,13520
11/17/20,UT,A+,9,3178,129,13784
11/18/20,UT,A+,8,3071,119,16195
11/19/20,UT,A+,16,3968,108,21968
11/20/20,UT,A+,17,4588,135,21529
11/21/20,UT,A+,14,3395,108,17815
11/22/20,UT,A+,6,3197,74,19107
11/23/20,UT,A+,4,2244,70,10113
11/24/20,UT,A+,11,2701,100,17636
11/25/20,UT,A+,26,1781,83,12306
11/26/20,UT,A+,0,0,0,0
11/27/20,UT,A+,15,6142,163,31637
11/28/20,UT,A+,14,2043,81,10682
11/29/20,UT,A+,5,1722,47,8947
11/30/20,UT,A+,3,1897,59,7014
12/1/20,UT,A+,19,2510,144,11548
12/2/20,UT,A+,16,4004,144,12722
12/3/20,UT,A+,11,3945,125,17741
12/4/20,UT,A+,8,3005,104,21599
12/5/20,UT,A+,14,3674,113,20132
12/6/20,UT,A+,0,2563,57,14448
12/7/20,UT,A+,10,2231,74,11318
12/8/20,UT,A+,23,2333,107,10931
12/9/20,UT,A+,23,2574,102,15406
12/10/20,UT,A+,21,3401,82,16912
12/11/20,UT,A+,9,2183,82,14986
12/12/20,UT,A+,13,3692,82,17966
12/13/20,UT,A+,17,2083,70,14580
12/14/20,UT,A+,7,1968,65,8840
12/15/20,UT,A+,15,1915,99,10205
12/16/20,UT,A+,19,2928,107,15526
12/17/20,UT,A+,30,3203,99,17289
12/18/20,UT,A+,14,2644,92,15499
12/19/20,UT,A+,8,2408,85,13923
12/20/20,UT,A+,7,1994,71,13409
12/21/20,UT,A+,6,1819,63,10039
12/22/20,UT,A+,12,2302,116,12256
12/23/20,UT,A+,23,2612,109,14387
12/24/20,UT,A+,8,2892,79,16060
12/25/20,UT,A+,0,0,0,0
12/26/20,UT,A+,8,3489,116,20856
12/27/20,UT,A+,2,796,62,3261
12/28/20,UT,A+,5,1716,59,7720
12/29/20,UT,A+,16,2736,120,10464
12/30/20,UT,A+,21,2614,110,13816
12/31/20,UT,A+,13,4672,83,17418
1/1/21,UT,A+,0,0,0,0
1/2/21,UT,A+,25,5042,145,22884
1/3/21,UT,A+,7,1819,58,6651
1/4/21,UT,A+,4,2160,81,9849
1/5/21,UT,A+,7,3318,116,10709
1/6/21,UT,A+,18,3769,107,16987
1/7/21,UT,A+,29,4597,115,20004
1/8/21,UT,A+,22,3793,101,16979
1/9/21,UT,A+,9,2613,99,12654
1/10/21,UT,A+,2,2276,88,11978
1/11/21,UT,A+,4,1484,74,7852
1/12/21,UT,A+,26,2146,119,12698
1/13/21,UT,A+,27,5188,101,12444
1/14/21,UT,A+,11,2742,89,14810
1/15/21,UT,A+,12,2543,102,14503
1/16/21,UT,A+,13,2150,101,12569
1/17/21,UT,A+,8,1585,66,9859
1/18/21,UT,A+,7,1082,58,6940
1/19/21,UT,A+,7,1302,69,7224
1/20/21,UT,A+,10,2159,84,12579
1/21/21,UT,A+,30,2089,74,12686
1/22/21,UT,A+,24,2649,81,12392
1/23/21,UT,A+,11,1771,64,8415
1/24/21,UT,A+,13,1516,68,10827
1/25/21,UT,A+,2,859,38,6510
1/26/21,UT,A+,16,1411,83,8707
1/27/21,UT,A+,7,2009,80,12865
1/28/21,UT,A+,0,1761,62,16033
1/29/21,UT,A+,35,1517,74,12480
1/30/21,UT,A+,8,1468,74,12012
1/31/21,UT,A+,2,1194,41,8955
2/1/21,UT,A+,3,584,47,6460
2/2/21,UT,A+,17,1201,61,9622
2/3/21,UT,A+,12,1591,72,12545
2/4/21,UT,A+,14,1273,49,10759
2/5/21,UT,A+,17,1216,58,11328
2/6/21,UT,A+,5,1211,73,10924
2/7/21,UT,A+,3,908,34,8083
1/27/20,VA,unknown,0,0,0,0
1/28/20,VA,unknown,0,0,0,0
1/29/20,VA,unknown,0,0,0,0
1/30/20,VA,unknown,0,0,0,0
1/31/20,VA,unknown,0,0,0,0
2/1/20,VA,unknown,0,0,0,0
2/2/20,VA,unknown,0,0,0,0
2/3/20,VA,unknown,0,0,0,0
2/4/20,VA,unknown,0,0,0,0
2/5/20,VA,unknown,0,0,0,0
2/6/20,VA,unknown,0,0,0,0
2/7/20,VA,unknown,0,0,0,0
2/8/20,VA,unknown,0,0,0,0
2/9/20,VA,unknown,0,0,0,0
2/10/20,VA,unknown,0,0,0,0
2/11/20,VA,unknown,0,0,0,0
2/12/20,VA,unknown,0,0,0,0
2/13/20,VA,unknown,0,0,0,0
2/14/20,VA,unknown,0,0,0,0
2/15/20,VA,unknown,0,0,0,0
2/16/20,VA,unknown,0,0,0,0
2/17/20,VA,unknown,0,0,0,0
2/18/20,VA,unknown,0,0,0,0
2/19/20,VA,unknown,0,0,0,0
2/20/20,VA,unknown,0,0,0,0
2/21/20,VA,unknown,0,0,0,0
2/22/20,VA,unknown,0,0,0,0
2/23/20,VA,unknown,0,0,0,0
2/24/20,VA,unknown,0,0,0,0
2/25/20,VA,unknown,0,0,0,0
2/26/20,VA,unknown,0,0,0,0
2/27/20,VA,unknown,0,0,0,0
2/28/20,VA,unknown,0,0,0,0
2/29/20,VA,unknown,0,0,0,0
3/1/20,VA,unknown,0,0,0,0
3/2/20,VA,unknown,0,0,0,0
3/3/20,VA,unknown,0,0,0,0
3/4/20,VA,unknown,0,0,0,0
3/5/20,VA,unknown,0,0,0,0
3/6/20,VA,unknown,0,0,0,0
3/7/20,VA,unknown,0,0,0,0
3/8/20,VA,unknown,0,2,0,0
3/9/20,VA,unknown,0,1,0,0
3/10/20,VA,unknown,0,5,0,0
3/11/20,VA,unknown,0,1,0,0
3/12/20,VA,unknown,0,8,0,0
3/13/20,VA,unknown,0,13,0,0
3/14/20,VA,unknown,0,0,0,0
3/15/20,VA,unknown,1,15,0,0
3/16/20,VA,unknown,0,6,0,0
3/17/20,VA,unknown,0,16,0,0
3/18/20,VA,unknown,0,10,0,0
3/19/20,VA,unknown,1,17,0,0
3/20/20,VA,unknown,0,20,19,0
3/21/20,VA,unknown,0,38,1,0
3/22/20,VA,unknown,1,67,5,0
3/23/20,VA,A,3,35,7,0
3/24/20,VA,A,1,36,6,0
3/25/20,VA,A,2,101,7,0
3/26/20,VA,A,4,69,14,0
3/27/20,VA,A,1,144,6,0
3/28/20,VA,A,3,135,18,0
3/29/20,VA,A,5,151,16,0
3/30/20,VA,A,3,130,13,0
3/31/20,VA,A,2,230,24,0
4/1/20,VA,A,7,234,29,0
4/2/20,VA,A,7,222,43,0
4/3/20,VA,A,5,306,38,0
4/4/20,VA,A,6,395,66,0
4/5/20,VA,A,-1,230,78,0
4/6/20,VA,A,3,241,41,0
4/7/20,VA,A,9,455,66,0
4/8/20,VA,A,12,312,66,0
4/9/20,VA,A,34,397,0,0
4/10/20,VA,A,12,467,122,0
4/11/20,VA,A,9,568,87,0
4/12/20,VA,A,11,197,65,0
4/13/20,VA,A,8,473,35,0
4/14/20,VA,A,5,424,31,0
4/15/20,VA,A,41,329,75,0
4/16/20,VA,A,13,389,70,0
4/17/20,VA,A,23,602,66,0
4/18/20,VA,A,27,562,107,0
4/19/20,VA,A,19,484,75,0
4/20/20,VA,A,23,453,126,0
4/21/20,VA,A,24,640,78,0
4/22/20,VA,A,25,636,81,0
4/23/20,VA,A,23,732,78,0
4/24/20,VA,A,38,596,94,0
4/25/20,VA,B,26,772,84,0
4/26/20,VA,B,12,604,105,0
4/27/20,VA,B,10,565,72,0
4/28/20,VA,B,34,804,52,0
4/29/20,VA,B,30,622,99,0
4/30/20,VA,B,30,885,94,0
5/1/20,VA,B,29,1055,63,0
5/2/20,VA,B,35,830,94,0
5/3/20,VA,B,44,940,103,0
5/4/20,VA,A+,24,821,108,0
5/5/20,VA,A+,29,764,73,0
5/6/20,VA,A+,0,0,73,0
5/7/20,VA,A+,56,1314,182,0
5/8/20,VA,A+,43,772,104,0
5/9/20,VA,A+,15,854,105,0
5/10/20,VA,A+,12,885,47,0
5/11/20,VA,A+,11,989,89,0
5/12/20,VA,A+,41,730,95,0
5/13/20,VA,A+,36,946,125,0
5/14/20,VA,A+,28,1067,72,0
5/15/20,VA,A+,22,859,65,0
5/16/20,VA,A+,25,1011,67,0
5/17/20,VA,A+,7,705,51,0
5/18/20,VA,A+,5,752,47,0
5/19/20,VA,A+,27,1005,82,0
5/20/20,VA,A+,33,763,75,0
5/21/20,VA,A+,25,1229,114,0
5/22/20,VA,A+,37,813,52,0
5/23/20,VA,A+,23,799,36,0
5/24/20,VA,A+,12,495,33,0
5/25/20,VA,A+,37,1483,55,0
5/26/20,VA,A+,28,1615,56,0
5/27/20,VA,A+,45,907,60,0
5/28/20,VA,A+,57,1152,57,0
5/29/20,VA,A+,20,1132,87,0
5/30/20,VA,A+,12,1078,72,0
5/31/20,VA,A+,5,996,42,0
6/1/20,VA,A+,17,791,51,0
6/2/20,VA,A+,15,841,76,0
6/3/20,VA,A+,21,666,114,0
6/4/20,VA,A+,17,951,73,0
6/5/20,VA,A+,8,676,51,0
6/6/20,VA,A+,7,865,46,0
6/7/20,VA,A+,12,1284,52,0
6/8/20,VA,A+,5,570,37,0
6/9/20,VA,A+,19,487,60,0
6/10/20,VA,A+,18,439,69,0
6/11/20,VA,A+,6,470,88,0
6/12/20,VA,A+,14,564,85,0
6/13/20,VA,A+,7,658,66,0
6/14/20,VA,A+,5,637,25,0
6/15/20,VA,A+,6,380,52,0
6/16/20,VA,A+,18,445,55,0
6/17/20,VA,A+,13,444,49,0
6/18/20,VA,A+,3,463,52,0
6/19/20,VA,A+,16,555,53,0
6/20/20,VA,A+,5,650,10,0
6/21/20,VA,A+,4,551,33,0
6/22/20,VA,A+,9,471,29,0
6/23/20,VA,A+,25,529,44,0
6/24/20,VA,A+,16,520,42,0
6/25/20,VA,A+,14,432,40,0
6/26/20,VA,A+,25,624,76,0
6/27/20,VA,A+,24,677,49,0
6/28/20,VA,A+,8,489,16,0
6/29/20,VA,A+,8,453,28,0
6/30/20,VA,A+,23,598,39,0
7/1/20,VA,A+,23,416,59,0
7/2/20,VA,A+,30,532,71,0
7/3/20,VA,A+,29,658,49,0
7/4/20,VA,A+,4,716,23,0
7/5/20,VA,A+,4,639,13,0
7/6/20,VA,A+,0,354,17,0
7/7/20,VA,A+,28,638,77,0
7/8/20,VA,A+,24,635,65,0
7/9/20,VA,A+,32,613,48,0
7/10/20,VA,A+,21,943,50,0
7/11/20,VA,A+,4,851,32,0
7/12/20,VA,A+,4,888,37,0
7/13/20,VA,A+,2,972,21,0
7/14/20,VA,A+,9,801,52,0
7/15/20,VA,A+,15,1084,88,0
7/16/20,VA,A+,15,904,115,0
7/17/20,VA,A+,6,1002,67,0
7/18/20,VA,A+,12,940,60,0
7/19/20,VA,A+,2,1057,18,0
7/20/20,VA,A+,4,945,36,0
7/21/20,VA,A+,17,996,66,0
7/22/20,VA,A+,3,1022,84,0
7/23/20,VA,A+,3,844,86,0
7/24/20,VA,A+,13,1127,78,0
7/25/20,VA,A+,8,1245,55,0
7/26/20,VA,A+,3,958,23,0
7/27/20,VA,A+,4,1505,54,0
7/28/20,VA,A+,13,922,39,0
7/29/20,VA,A+,30,999,52,0
7/30/20,VA,A+,16,911,48,0
7/31/20,VA,A+,33,984,80,0
8/1/20,VA,A+,41,913,44,0
8/2/20,VA,A+,3,981,45,0
8/3/20,VA,A+,0,1324,63,0
8/4/20,VA,A+,26,1145,67,0
8/5/20,VA,A+,30,798,41,0
8/6/20,VA,A+,25,818,57,0
8/7/20,VA,A+,18,2015,98,0
8/8/20,VA,A+,5,1307,51,0
8/9/20,VA,A+,4,897,37,0
8/10/20,VA,A+,1,663,22,0
8/11/20,VA,A+,17,996,67,0
8/12/20,VA,A+,8,776,74,0
8/13/20,VA,A+,11,1101,60,0
8/14/20,VA,A+,7,1216,58,0
8/15/20,VA,A+,11,912,51,0
8/16/20,VA,A+,0,937,36,0
8/17/20,VA,A+,4,734,30,0
8/18/20,VA,A+,11,861,82,0
8/19/20,VA,A+,14,737,76,0
8/20/20,VA,A+,17,863,73,0
8/21/20,VA,A+,9,978,73,0
8/22/20,VA,A+,7,1212,68,0
8/23/20,VA,A+,24,894,37,0
8/24/20,VA,A+,4,664,31,0
8/25/20,VA,A+,23,1005,52,0
8/26/20,VA,A+,21,823,67,0
8/27/20,VA,A+,0,0,65,0
8/28/20,VA,A+,35,2134,69,0
8/29/20,VA,A+,18,1217,52,0
8/30/20,VA,A+,1,938,43,0
8/31/20,VA,A+,11,847,14,0
9/1/20,VA,A+,32,1021,52,0
9/2/20,VA,A+,29,927,57,0
9/3/20,VA,A+,11,1126,63,0
9/4/20,VA,A+,10,1111,57,0
9/5/20,VA,A+,15,948,51,0
9/6/20,VA,A+,1,1199,32,0
9/7/20,VA,A+,6,645,21,0
9/8/20,VA,A+,2,836,30,0
9/9/20,VA,A+,11,882,76,0
9/10/20,VA,A+,11,1236,77,0
9/11/20,VA,A+,3,1115,70,0
9/12/20,VA,A+,11,1300,63,0
9/13/20,VA,A+,2,874,26,0
9/14/20,VA,A+,19,757,49,0
9/15/20,VA,A+,96,943,44,0
9/16/20,VA,A+,45,845,52,0
9/17/20,VA,A+,36,1101,75,0
9/18/20,VA,A+,29,1242,56,0
9/19/20,VA,A+,41,953,42,0
9/20/20,VA,A+,25,856,29,0
9/21/20,VA,A+,6,627,22,0
9/22/20,VA,A+,39,872,62,0
9/23/20,VA,A+,29,580,43,0
9/24/20,VA,A+,24,902,51,0
9/25/20,VA,A+,23,941,37,0
9/26/20,VA,A+,8,975,57,0
9/27/20,VA,A+,15,736,26,0
9/28/20,VA,A+,13,449,27,0
9/29/20,VA,A+,15,923,62,0
9/30/20,VA,A+,21,755,63,0
10/1/20,VA,A+,20,450,51,0
10/2/20,VA,A+,22,966,48,0
10/3/20,VA,A+,20,1116,51,0
10/4/20,VA,A+,3,1067,30,0
10/5/20,VA,A+,3,687,38,0
10/6/20,VA,A+,15,625,57,0
10/7/20,VA,A+,12,509,29,0
10/8/20,VA,A+,25,1844,48,0
10/9/20,VA,A+,16,1114,54,0
10/10/20,VA,A+,10,1256,54,0
10/11/20,VA,A+,4,811,18,0
10/12/20,VA,A+,3,854,34,0
10/13/20,VA,A+,11,1235,45,0
10/14/20,VA,A+,9,805,30,0
10/15/20,VA,A+,7,1331,76,0
10/16/20,VA,A+,20,1183,76,0
10/17/20,VA,A+,14,1114,51,0
10/18/20,VA,A+,11,900,30,0
10/19/20,VA,A+,24,690,21,0
10/20/20,VA,A+,28,926,73,0
10/21/20,VA,A+,30,1018,55,0
10/22/20,VA,A+,9,1332,63,0
10/23/20,VA,A+,15,1180,67,0
10/24/20,VA,A+,39,1088,58,0
10/25/20,VA,A+,1,999,35,0
10/26/20,VA,A+,2,904,27,0
10/27/20,VA,A+,19,1134,60,0
10/28/20,VA,A+,16,1345,64,0
10/29/20,VA,A+,20,1429,70,0
10/30/20,VA,A+,7,1456,57,0
10/31/20,VA,A+,11,1551,93,0
11/1/20,VA,A+,1,1202,43,0
11/2/20,VA,A+,3,1026,27,0
11/3/20,VA,A+,8,1261,65,0
11/4/20,VA,A+,11,1157,58,0
11/5/20,VA,A+,11,1366,68,0
11/6/20,VA,A+,-6,1568,71,0
11/7/20,VA,A+,22,2103,86,0
11/8/20,VA,A+,3,1302,42,0
11/9/20,VA,A+,6,1302,52,0
11/10/20,VA,A+,13,1435,67,0
11/11/20,VA,A+,15,1594,90,0
11/12/20,VA,A+,17,1521,66,0
11/13/20,VA,A+,27,1235,69,0
11/14/20,VA,A+,14,1537,72,0
11/15/20,VA,A+,1,1161,24,0
11/16/20,VA,A+,6,2677,48,0
11/17/20,VA,A+,29,2125,56,0
11/18/20,VA,A+,25,2071,99,0
11/19/20,VA,A+,36,1954,108,0
11/20/20,VA,A+,16,2544,99,0
11/21/20,VA,A+,26,2348,103,0
11/22/20,VA,A+,0,2117,29,0
11/23/20,VA,A+,4,3242,50,0
11/24/20,VA,A+,37,2544,116,0
11/25/20,VA,A+,29,2718,100,0
11/26/20,VA,A+,21,2600,105,0
11/27/20,VA,A+,15,1544,34,0
11/28/20,VA,A+,10,3173,65,0
11/29/20,VA,A+,4,2325,56,0
11/30/20,VA,A+,4,1893,47,0
12/1/20,VA,A+,31,2228,106,0
12/2/20,VA,A+,20,2417,158,0
12/3/20,VA,A+,34,2023,131,0
12/4/20,VA,A+,13,2877,102,0
12/5/20,VA,A+,37,3793,139,0
12/6/20,VA,A+,3,3880,40,0
12/7/20,VA,A+,8,3817,61,0
12/8/20,VA,A+,52,3860,111,0
12/9/20,VA,A+,21,4398,125,0
12/10/20,VA,A+,54,3915,131,0
12/11/20,VA,A+,35,3395,141,0
12/12/20,VA,A+,39,4177,103,0
12/13/20,VA,A+,2,3294,47,0
12/14/20,VA,A+,3,3240,59,0
12/15/20,VA,A+,56,3160,114,0
12/16/20,VA,A+,38,3931,166,0
12/17/20,VA,A+,45,3853,150,0
12/18/20,VA,A+,45,3295,181,0
12/19/20,VA,A+,45,3584,140,0
12/20/20,VA,A+,7,3876,54,0
12/21/20,VA,A+,4,4042,70,0
12/22/20,VA,A+,51,3591,135,0
12/23/20,VA,A+,55,4652,188,0
12/24/20,VA,A+,31,4782,118,0
12/25/20,VA,A+,29,4078,61,0
12/26/20,VA,A+,20,1584,14,0
12/27/20,VA,A+,14,3999,84,0
12/28/20,VA,A+,7,2599,57,0
12/29/20,VA,A+,59,4122,177,0
12/30/20,VA,A+,64,4048,128,0
12/31/20,VA,A+,48,5239,131,0
1/1/21,VA,A+,49,5182,125,0
1/2/21,VA,A+,36,3989,74,0
1/3/21,VA,A+,7,5010,70,0
1/4/21,VA,A+,8,3771,77,0
1/5/21,VA,A+,59,4377,139,0
1/6/21,VA,A+,35,5387,110,0
1/7/21,VA,A+,49,5379,154,0
1/8/21,VA,A+,37,5238,128,0
1/9/21,VA,A+,69,5798,107,0
1/10/21,VA,A+,2,5141,70,0
1/11/21,VA,A+,10,4530,87,0
1/12/21,VA,A+,84,4561,144,0
1/13/21,VA,A+,75,4598,144,0
1/14/21,VA,A+,74,5294,125,0
1/15/21,VA,A+,30,4795,146,0
1/16/21,VA,A+,50,6757,105,0
1/17/21,VA,A+,23,9914,67,0
1/18/21,VA,A+,10,7245,69,0
1/19/21,VA,A+,59,4526,84,0
1/20/21,VA,A+,63,4515,165,0
1/21/21,VA,A+,79,4013,174,0
1/22/21,VA,A+,62,4147,139,0
1/23/21,VA,A+,77,4904,110,0
1/24/21,VA,A+,-1,3792,58,0
1/25/21,VA,A+,3,6172,52,0
1/26/21,VA,A+,93,4707,96,0
1/27/21,VA,A+,54,5227,126,0
1/28/21,VA,A+,80,5121,127,0
1/29/21,VA,A+,71,4238,128,0
1/30/21,VA,A+,70,4309,136,0
1/31/21,VA,A+,15,2558,32,0
2/1/21,VA,A+,10,2861,35,0
2/2/21,VA,A+,43,2740,72,0
2/3/21,VA,A+,58,2959,122,0
2/4/21,VA,A+,75,3059,111,0
2/5/21,VA,A+,82,5069,144,0
2/6/21,VA,A+,41,4709,142,0
2/7/21,VA,A+,5,2949,67,0
3/16/20,VI,unknown,0,0,0,0
