date,state,dataQualityGrade,deathIncrease (Deaths),positiveIncrease (increasing cases),hospitalizedIncrease (Hospitalized),totalTestsViralIncrease (Tested)
3/6/20,AK,unknown,0,0,0,8
3/7/20,AK,unknown,0,0,0,4
3/8/20,AK,unknown,0,0,0,2
3/9/20,AK,unknown,0,0,1,9
3/10/20,AK,unknown,0,0,0,0
3/11/20,AK,unknown,0,0,0,23
3/12/20,AK,unknown,0,0,0,0
3/13/20,AK,unknown,0,0,0,14
3/14/20,AK,unknown,0,0,0,84
3/15/20,AK,unknown,0,0,0,0
3/16/20,AK,unknown,0,0,0,0
3/17/20,AK,unknown,0,3,0,193
3/18/20,AK,unknown,0,5,0,75
3/19/20,AK,unknown,0,3,0,26
3/20/20,AK,unknown,0,3,0,260
3/21/20,AK,unknown,0,1,0,74
3/22/20,AK,unknown,0,10,0,196
3/23/20,AK,A,0,13,0,0
3/24/20,AK,A,0,4,1,54
3/25/20,AK,A,1,7,1,669
3/26/20,AK,A,0,14,1,169
3/27/20,AK,A,0,11,2,528
3/28/20,AK,A,1,17,4,533
3/29/20,AK,A,0,19,0,413
3/30/20,AK,A,1,8,0,320
3/31/20,AK,A,0,10,2,59
4/1/20,AK,A,0,13,3,890
4/2/20,AK,A,0,8,1,419
4/3/20,AK,A,0,11,1,994
4/4/20,AK,A,2,11,0,24
4/5/20,AK,A,1,14,4,244
4/6/20,AK,A,0,6,4,599
4/7/20,AK,A,0,22,1,30
4/8/20,AK,A,1,13,2,155
4/9/20,AK,A,0,9,2,155
4/10/20,AK,A,0,11,0,209
4/11/20,AK,A,1,11,2,300
4/12/20,AK,A,0,15,1,306
4/13/20,AK,A,0,5,0,-208
4/14/20,AK,A,1,8,0,518
4/15/20,AK,A,0,8,0,316
4/16/20,AK,A,0,7,3,71
4/17/20,AK,A,0,9,1,715
4/18/20,AK,A,0,5,0,205
4/19/20,AK,A,0,5,0,240
4/20/20,AK,A,0,2,0,229
4/21/20,AK,A,0,8,0,995
4/22/20,AK,A,0,6,0,1040
4/23/20,AK,A,0,2,0,2
4/24/20,AK,A,0,2,0,120
4/25/20,AK,B,0,0,0,3451
4/26/20,AK,B,0,2,0,445
4/27/20,AK,B,0,4,0,79
4/28/20,AK,B,0,6,1,833
4/29/20,AK,B,0,4,0,2030
4/30/20,AK,C,0,0,0,0
5/1/20,AK,C,0,9,1,1206
5/2/20,AK,C,0,1,0,1074
5/3/20,AK,C,0,3,0,179
5/4/20,AK,C,0,2,0,145
5/5/20,AK,C,0,1,1,969
5/6/20,AK,C,1,1,1,963
5/7/20,AK,C,0,2,0,686
5/8/20,AK,C,0,3,0,1132
5/9/20,AK,C,0,1,0,976
5/10/20,AK,C,0,1,0,915
5/11/20,AK,C,0,2,0,1316
5/12/20,AK,B,0,2,0,1281
5/13/20,AK,B,0,1,0,688
5/14/20,AK,B,0,5,1,1113
5/15/20,AK,B,0,1,1,656
5/16/20,AK,B,0,4,2,863
5/17/20,AK,B,0,4,1,1370
5/18/20,AK,B,0,3,0,960
5/19/20,AK,B,0,0,0,769
5/20/20,AK,C,0,3,0,665
5/21/20,AK,C,0,0,1,2500
5/22/20,AK,C,0,2,2,1901
5/23/20,AK,C,0,4,0,905
5/24/20,AK,C,0,0,0,1156
5/25/20,AK,C,0,1,0,965
5/26/20,AK,C,0,2,0,492
5/27/20,AK,C,0,1,0,1399
5/28/20,AK,B,0,13,0,1607
5/29/20,AK,A,0,5,1,1469
5/30/20,AK,A,0,3,0,2256
5/31/20,AK,A,0,28,0,0
6/1/20,AK,A,0,7,0,2495
6/2/20,AK,A,0,20,1,2013
6/3/20,AK,A,0,18,1,1979
6/4/20,AK,A,0,10,0,1915
6/5/20,AK,A,0,11,1,893
6/6/20,AK,A,0,12,0,2911
6/7/20,AK,B,0,8,0,1003
6/8/20,AK,B,0,18,0,1008
6/9/20,AK,A,1,11,0,978
6/10/20,AK,A,0,20,0,830
6/11/20,AK,A,0,18,1,1291
6/12/20,AK,A,1,14,1,1869
6/13/20,AK,A,0,26,1,923
6/14/20,AK,A,0,9,1,1664
6/15/20,AK,A,0,3,3,970
6/16/20,AK,A,0,13,1,1778
6/17/20,AK,A,0,20,0,1494
6/18/20,AK,A,0,12,0,3476
6/19/20,AK,A,0,16,2,2446
6/20/20,AK,A,0,21,2,3287
6/21/20,AK,A,0,11,0,1133
6/22/20,AK,A,0,6,0,2773
6/23/20,AK,A,0,16,1,2123
6/24/20,AK,A,0,14,1,3149
6/25/20,AK,A,0,24,0,3356
6/26/20,AK,A,2,18,0,2340
6/27/20,AK,A,0,19,0,3789
6/28/20,AK,A,0,29,1,2719
6/29/20,AK,A,0,21,0,409
6/30/20,AK,A,0,36,0,3476
7/1/20,AK,A,0,38,0,2215
7/2/20,AK,A,0,38,0,1509
7/3/20,AK,A,1,45,1,4299
7/4/20,AK,A,1,49,2,2524
7/5/20,AK,A,0,27,4,1021
7/6/20,AK,A,0,27,3,0
7/7/20,AK,A,1,18,2,7667
7/8/20,AK,A,0,40,4,1981
7/9/20,AK,A,0,47,3,2343
7/10/20,AK,A,0,50,3,6187
7/11/20,AK,A,0,63,3,1445
7/12/20,AK,A,0,92,2,2099
7/13/20,AK,A,0,59,1,1115
7/14/20,AK,A,0,43,2,2883
7/15/20,AK,A,0,51,4,6620
7/16/20,AK,A,0,64,1,6929
7/17/20,AK,A,0,42,2,2392
7/18/20,AK,A,1,62,2,2949
7/19/20,AK,A,0,83,3,4647
7/20/20,AK,A,0,73,1,2576
7/21/20,AK,A,0,90,2,3040
7/22/20,AK,A,1,94,5,6707
7/23/20,AK,A,0,64,6,4176
7/24/20,AK,A,0,57,2,11063
7/25/20,AK,A,1,88,6,4494
7/26/20,AK,A,0,185,3,2198
7/27/20,AK,A,1,94,3,0
7/28/20,AK,A,1,108,5,6611
7/29/20,AK,A,0,68,2,9789
7/30/20,AK,A,1,84,2,1393
7/31/20,AK,A,0,106,4,8049
8/1/20,AK,A,1,144,2,5527
8/2/20,AK,A,0,136,1,4457
8/3/20,AK,A,1,58,2,2717
8/4/20,AK,A,0,61,2,6842
8/5/20,AK,A,0,55,3,4630
8/6/20,AK,A,0,40,3,4293
8/7/20,AK,A,0,55,3,7279
8/8/20,AK,A,1,79,5,4742
8/9/20,AK,A,0,97,4,4326
8/10/20,AK,A,0,68,4,2424
8/11/20,AK,A,0,49,1,10401
8/12/20,AK,A,1,61,5,1838
8/13/20,AK,A,0,82,5,1471
8/14/20,AK,A,0,100,2,1876
8/15/20,AK,A,1,84,4,748
8/16/20,AK,A,0,101,6,4838
8/17/20,AK,A,0,50,3,4133
8/18/20,AK,A,1,66,2,4361
8/19/20,AK,A,0,73,6,840
8/20/20,AK,A,0,83,4,1798
8/21/20,AK,A,1,69,2,8888
8/22/20,AK,A,1,88,3,4752
8/23/20,AK,A,1,66,2,1153
8/24/20,AK,A,0,71,3,3063
8/25/20,AK,A,4,33,5,3328
8/26/20,AK,A,1,52,2,973
8/27/20,AK,A,0,84,1,1416
8/28/20,AK,A,0,116,3,3318
8/29/20,AK,A,0,93,1,6157
8/30/20,AK,A,0,43,1,1144
8/31/20,AK,A,0,36,0,1791
9/1/20,AK,A,2,35,5,25625
9/2/20,AK,A,0,66,1,2629
9/3/20,AK,A,1,88,5,1052
9/4/20,AK,A,0,119,0,4001
9/5/20,AK,A,2,87,4,3065
9/6/20,AK,A,0,95,0,2055
9/7/20,AK,A,0,34,4,1564
9/8/20,AK,A,0,33,5,3035
9/9/20,AK,A,0,65,3,281
9/10/20,AK,A,0,114,2,1140
9/11/20,AK,A,1,89,0,1509
9/12/20,AK,A,1,103,1,5043
9/13/20,AK,A,0,61,1,1584
9/14/20,AK,A,0,75,3,2200
9/15/20,AK,A,0,43,3,3711
9/16/20,AK,A,0,50,1,1440
9/17/20,AK,A,0,108,1,7299
9/18/20,AK,A,1,107,3,2430
9/19/20,AK,A,0,94,0,4557
9/20/20,AK,A,0,108,4,4075
9/21/20,AK,A,0,70,5,1720
9/22/20,AK,A,0,57,3,2546
9/23/20,AK,A,0,76,1,2007
9/24/20,AK,A,0,131,4,0
9/25/20,AK,A,6,126,2,8134
9/26/20,AK,A,1,119,2,1537
9/27/20,AK,A,4,110,4,0
9/28/20,AK,A,0,114,1,1922
9/29/20,AK,A,0,122,4,6265
9/30/20,AK,A,0,104,2,6151
10/1/20,AK,A,1,137,2,5116
10/2/20,AK,A,0,141,3,6967
10/3/20,AK,A,1,139,2,3966
10/4/20,AK,A,0,141,2,3562
10/5/20,AK,A,0,196,1,2556
10/6/20,AK,A,0,147,3,0
10/7/20,AK,A,1,121,5,10700
10/8/20,AK,A,1,134,4,1097
10/9/20,AK,A,0,187,2,1899
10/10/20,AK,A,0,230,2,6183
10/11/20,AK,A,0,250,4,3744
10/12/20,AK,A,0,191,7,2930
10/13/20,AK,A,0,156,3,8862
10/14/20,AK,A,4,155,1,2388
10/15/20,AK,A,1,166,9,2284
10/16/20,AK,A,1,221,8,3203
10/17/20,AK,A,1,210,4,7836
10/18/20,AK,A,0,210,6,2211
10/19/20,AK,A,0,204,4,3512
10/20/20,AK,A,0,231,2,10302
10/21/20,AK,A,1,224,6,615
10/22/20,AK,A,0,239,6,1569
10/23/20,AK,A,0,248,14,4037
10/24/20,AK,A,0,356,4,0
10/25/20,AK,A,0,518,2,7223
10/26/20,AK,A,0,350,3,10875
10/27/20,AK,A,2,388,1,6585
10/28/20,AK,A,1,352,9,3170
10/29/20,AK,A,6,350,8,3669
10/30/20,AK,A,4,377,6,2055
10/31/20,AK,A,1,454,7,17884
11/1/20,AK,A,1,351,7,0
11/2/20,AK,A,1,344,8,15963
11/3/20,AK,A,0,383,2,4585
11/4/20,AK,A,0,408,4,3003
11/5/20,AK,A,0,313,6,154068
11/6/20,AK,A,0,507,9,-525
11/7/20,AK,A,0,603,8,-607
11/8/20,AK,A+,0,511,10,-520
11/9/20,AK,A,0,464,5,-12177
11/10/20,AK,A,8,538,6,60143
11/11/20,AK,A,4,487,8,6450
11/12/20,AK,A,0,481,9,10076
11/13/20,AK,A,0,584,5,0
11/14/20,AK,A,2,734,1,17598
11/15/20,AK,A,0,642,7,5118
11/16/20,AK,A,0,578,9,4965
11/17/20,AK,A,2,634,3,6275
11/18/20,AK,A,0,545,22,6936
11/19/20,AK,A,1,490,9,13241
11/20/20,AK,A,0,460,13,5913
11/21/20,AK,A,1,675,6,14033
11/22/20,AK,A,1,543,0,7616
11/23/20,AK,A,0,498,5,6655
11/24/20,AK,A,13,584,14,10385
11/25/20,AK,A,0,670,32,10875
11/26/20,AK,A,3,553,25,15297
11/27/20,AK,A,0,662,3,21200
11/28/20,AK,A,2,650,30,8281
11/29/20,AK,A,0,612,1,7126
11/30/20,AK,A,0,507,3,5216
12/1/20,AK,A,1,511,24,7232
12/2/20,AK,A,0,697,19,6015
12/3/20,AK,A,8,760,15,15862
12/4/20,AK,A,12,750,11,9864
12/5/20,AK,A,1,922,5,16862
12/6/20,AK,A,0,757,0,10545
12/7/20,AK,A,3,476,6,4364
12/8/20,AK,A,0,562,22,6838
12/9/20,AK,A,4,584,20,10577
12/10/20,AK,A,5,620,13,13805
12/11/20,AK,A,3,622,9,10185
12/12/20,AK,A,18,517,14,9873
12/13/20,AK,A,0,637,3,9680
12/14/20,AK,A,0,422,3,4462
12/15/20,AK,A,3,278,19,10307
12/16/20,AK,A,2,603,13,8278
12/17/20,AK,A,2,377,0,9578
12/18/20,AK,A,0,487,7,9199
12/19/20,AK,A,1,330,7,8196
12/20/20,AK,A,0,178,0,3388
12/21/20,AK,A,0,150,2,4471
12/22/20,AK,A,10,438,11,14305
12/23/20,AK,A,3,360,13,6745
12/24/20,AK,A,2,268,22,5708
12/25/20,AK,A,0,0,0,0
12/26/20,AK,A,1,361,8,17328
12/27/20,AK,A,0,290,1,5188
12/28/20,AK,A,0,126,2,4146
12/29/20,AK,A,1,175,10,5448
12/30/20,AK,A,2,385,13,7247
12/31/20,AK,A,3,495,6,8658
1/1/21,AK,A,0,0,0,0
1/2/21,AK,A,9,801,7,14599
1/3/21,AK,A,0,290,3,3488
1/4/21,AK,A,3,260,0,3661
1/5/21,AK,A,0,194,23,5361
1/6/21,AK,A,2,328,18,8156
1/7/21,AK,A,3,326,10,15527
1/8/21,AK,A,0,403,11,11207
1/9/21,AK,A,1,311,5,7824
1/10/21,AK,A,0,250,1,6907
1/11/21,AK,A,0,173,3,5228
1/12/21,AK,A,0,0,0,0
1/13/21,AK,A,2,406,34,13127
1/14/21,AK,A,2,332,11,11441
1/15/21,AK,A,1,300,3,6950
1/16/21,AK,A,0,182,0,9423
1/17/21,AK,A+,0,279,1,6107
1/18/21,AK,A+,0,151,0,6004
1/19/21,AK,A+,1,125,9,3771
1/20/21,AK,A,23,160,8,5591
1/21/21,AK,A,1,209,7,10845
1/22/21,AK,B,0,263,7,7991
1/23/21,AK,B,5,241,0,7556
1/24/21,AK,B,0,165,1,6956
1/25/21,AK,B,0,83,0,3583
1/26/21,AK,B,1,85,9,3136
1/27/21,AK,B,1,173,6,7211
1/28/21,AK,A,1,199,1,12449
1/29/21,AK,A,0,185,1,9917
1/30/21,AK,A,0,135,3,6119
1/31/21,AK,A,0,128,0,4440
2/1/21,AK,A,0,70,0,7337
2/2/21,AK,A,17,107,4,4123
2/3/21,AK,A,0,181,4,8421
2/4/21,AK,A,0,158,1,9360
2/5/21,AK,A,0,165,5,7345
2/6/21,AK,A,0,0,0,0
2/7/21,AK,A,0,0,0,0
3/7/20,AL,unknown,0,0,0,0
3/8/20,AL,unknown,0,0,0,0
3/9/20,AL,unknown,0,0,0,0
3/10/20,AL,unknown,0,0,0,0
3/11/20,AL,unknown,0,0,0,0
3/12/20,AL,unknown,0,0,0,0
3/13/20,AL,unknown,0,1,0,0
3/14/20,AL,unknown,0,5,0,0
3/15/20,AL,unknown,0,6,0,0
3/16/20,AL,unknown,0,16,0,0
3/17/20,AL,unknown,0,8,0,0
3/18/20,AL,unknown,0,10,0,0
3/19/20,AL,unknown,0,22,0,0
3/20/20,AL,unknown,0,13,0,0
3/21/20,AL,unknown,0,43,0,0
3/22/20,AL,unknown,0,14,0,0
3/23/20,AL,C,0,29,0,0
3/24/20,AL,C,0,48,0,0
3/25/20,AL,C,0,68,0,0
3/26/20,AL,C,1,223,0,0
3/27/20,AL,B,2,81,0,0
3/28/20,AL,B,0,109,0,0
3/29/20,AL,B,1,110,0,0
3/30/20,AL,B,2,53,0,0
3/31/20,AL,B,7,122,0,0
4/1/20,AL,B,13,96,0,0
4/2/20,AL,B,6,156,0,0
4/3/20,AL,B,3,199,0,0
4/4/20,AL,B,8,148,212,0
4/5/20,AL,B,2,216,19,0
4/6/20,AL,B,5,172,9,0
4/7/20,AL,B,6,151,31,0
4/8/20,AL,B,10,250,43,0
4/9/20,AL,B,8,400,19,0
4/10/20,AL,B,6,199,35,0
4/11/20,AL,B,11,223,34,0
4/12/20,AL,B,2,334,35,0
4/13/20,AL,B,6,209,20,0
4/14/20,AL,B,11,142,36,0
4/15/20,AL,B,11,237,32,0
4/16/20,AL,B,12,232,28,0
4/17/20,AL,B,11,185,41,0
4/18/20,AL,B,2,125,26,0
4/19/20,AL,B,8,182,21,0
4/20/20,AL,B,13,188,0,0
4/21/20,AL,B,10,206,58,0
4/22/20,AL,B,17,234,31,0
4/23/20,AL,B,3,313,38,0
4/24/20,AL,B,0,54,0,0
4/25/20,AL,B,15,305,71,0
4/26/20,AL,B,4,133,6,0
4/27/20,AL,B,6,229,27,0
4/28/20,AL,B,20,188,39,0
4/29/20,AL,B,3,155,34,0
4/30/20,AL,B,24,177,33,0
5/1/20,AL,B,10,139,30,0
5/2/20,AL,B,9,276,15,0
5/3/20,AL,B,2,291,12,0
5/4/20,AL,B,6,300,29,0
5/5/20,AL,B,17,260,43,0
5/6/20,AL,B,27,296,51,0
5/7/20,AL,B,9,317,20,0
5/8/20,AL,B,26,323,29,0
5/9/20,AL,B,13,346,21,0
5/10/20,AL,B,5,210,12,0
5/11/20,AL,B,8,232,16,0
5/12/20,AL,B,28,301,31,0
5/13/20,AL,B,20,307,30,0
5/14/20,AL,B,18,351,33,0
5/15/20,AL,B,9,248,27,0
5/16/20,AL,B,9,307,10,0
5/17/20,AL,B,3,248,5,0
5/18/20,AL,B,1,315,24,0
5/19/20,AL,B,15,290,37,0
5/20/20,AL,B,13,368,40,0
5/21/20,AL,B,12,375,35,0
5/22/20,AL,B,8,444,33,0
5/23/20,AL,B,9,375,28,0
5/24/20,AL,B,5,389,23,0
5/25/20,AL,B,11,403,17,0
5/26/20,AL,B,13,666,42,0
5/27/20,AL,B,6,447,48,0
5/28/20,AL,B,9,467,46,0
5/29/20,AL,B,15,513,35,0
5/30/20,AL,B,13,536,26,0
5/31/20,AL,B,13,544,18,0
6/1/20,AL,B,15,460,12,0
6/2/20,AL,B,5,279,23,0
6/3/20,AL,B,2,209,21,0
6/4/20,AL,B,0,221,29,0
6/5/20,AL,B,23,315,20,0
6/6/20,AL,B,13,656,44,0
6/7/20,AL,B,3,457,29,0
6/8/20,AL,B,26,425,32,0
6/9/20,AL,B,11,497,33,0
6/10/20,AL,B,15,567,42,0
6/11/20,AL,B,11,856,36,0
6/12/20,AL,B,14,865,37,0
6/13/20,AL,B,4,891,39,0
6/14/20,AL,B,0,1014,14,0
6/15/20,AL,B,1,657,4,0
6/16/20,AL,B,11,640,56,0
6/17/20,AL,B,5,400,37,0
6/18/20,AL,B,20,894,21,0
6/19/20,AL,B,12,796,43,0
6/20/20,AL,B,16,547,27,0
6/21/20,AL,B,1,472,17,0
6/22/20,AL,B,2,433,11,0
6/23/20,AL,B,23,643,50,0
6/24/20,AL,B,27,967,46,0
6/25/20,AL,B,5,1142,45,0
6/26/20,AL,B,11,977,41,0
6/27/20,AL,B,12,900,44,0
6/28/20,AL,B,0,358,6,0
6/29/20,AL,B,10,1734,22,0
6/30/20,AL,B,21,870,44,0
7/1/20,AL,B,22,917,34,0
7/2/20,AL,B,13,1149,32,0
7/3/20,AL,B,21,1754,48,0
7/4/20,AL,B,1,997,23,0
7/5/20,AL,B,0,1091,3,0
7/6/20,AL,B,0,925,5,0
7/7/20,AL,B,26,907,47,0
7/8/20,AL,B,25,1177,45,0
7/9/20,AL,B,10,2212,33,0
7/10/20,AL,B,36,1334,50,0
7/11/20,AL,B,10,1439,3656,0
7/12/20,AL,B,7,1640,0,0
7/13/20,AL,B,3,1958,0,0
7/14/20,AL,B,40,1710,378,0
7/15/20,AL,B,47,1812,168,0
7/16/20,AL,B,19,2021,293,0
7/17/20,AL,B,35,2003,0,0
7/18/20,AL,B,21,2143,198,0
7/19/20,AL,B,1,1777,0,0
7/20/20,AL,B,4,1880,586,0
7/21/20,AL,B,12,1467,170,0
7/22/20,AL,B,61,1455,0,0
7/23/20,AL,B,33,2399,457,0
7/24/20,AL,B,41,1793,162,0
7/25/20,AL,B,18,2125,0,0
7/26/20,AL,B,17,1164,0,0
7/27/20,AL,B,18,1821,537,0
7/28/20,AL,B,0,1251,199,0
7/29/20,AL,B,47,1416,0,0
7/30/20,AL,B,27,1980,177,0
7/31/20,AL,B,15,1961,451,0
8/1/20,AL,B,23,1626,0,0
8/2/20,AL,B,24,2095,0,0
8/3/20,AL,B,6,1217,344,0
8/4/20,AL,B,33,1041,235,0
8/5/20,AL,B,29,952,0,0
8/6/20,AL,B,19,1938,213,0
8/7/20,AL,B,21,1709,224,0
8/8/20,AL,B,0,86,0,0
8/9/20,AL,B,33,2947,0,0
8/10/20,AL,B,29,1686,533,0
8/11/20,AL,B,50,831,0,0
8/12/20,AL,B,35,935,222,0
8/13/20,AL,B,8,771,164,0
8/14/20,AL,B,3,752,0,0
8/15/20,AL,B,3,1271,151,0
8/16/20,AL,B,2,853,0,0
8/17/20,AL,B,27,571,351,0
8/18/20,AL,B,11,1357,0,0
8/19/20,AL,B,8,1117,122,0
8/20/20,AL,B,30,971,250,0
8/21/20,AL,B,16,321,0,0
8/22/20,AL,B,21,1762,172,0
8/23/20,AL,B,2,528,0,0
8/24/20,AL,B,11,1650,291,0
8/25/20,AL,B,13,532,0,0
8/26/20,AL,B,8,2012,212,0
8/27/20,AL,B,31,1769,0,0
8/28/20,AL,B,31,1162,262,0
8/29/20,AL,B,45,1704,0,0
8/30/20,AL,B,10,1346,0,0
8/31/20,AL,B,20,823,0,0
9/1/20,AL,B,18,1558,271,0
9/2/20,AL,B,17,623,215,0
9/3/20,AL,B,16,1046,48,0
9/4/20,AL,B,33,1108,0,0
9/5/20,AL,B,9,1410,113,0
9/6/20,AL,B,1,511,0,0
9/7/20,AL,B,0,659,0,0
9/8/20,AL,B,1,633,223,0
9/9/20,AL,B,8,811,202,0
9/10/20,AL,B,16,1148,0,0
9/11/20,AL,B,32,1138,188,0
9/12/20,AL,B,17,943,0,0
9/13/20,AL,B,1,1109,0,0
9/14/20,AL,B,4,704,229,0
9/15/20,AL,B,32,701,0,0
9/16/20,AL,A,5,927,186,0
9/17/20,AL,A,9,670,137,0
9/18/20,AL,A,27,1106,148,0
9/19/20,AL,A,9,1301,0,0
9/20/20,AL,A,0,798,0,0
9/21/20,AL,A,2,818,260,0
9/22/20,AL,A,18,804,117,0
9/23/20,AL,A,31,569,94,0
9/24/20,AL,A,18,1053,80,0
9/25/20,AL,A,-15,2452,74,0
9/26/20,AL,A,10,933,0,0
9/27/20,AL,A,0,730,0,0
9/28/20,AL,A,0,662,239,0
9/29/20,AL,A,16,571,91,0
9/30/20,AL,A,23,1147,75,0
10/1/20,AL,A,8,1043,0,0
10/2/20,AL,A,2,954,163,0
10/3/20,AL,A,8,1682,0,0
10/4/20,AL,A,0,789,0,0
10/5/20,AL,A,1,544,279,0
10/6/20,AL,A,21,764,0,0
10/7/20,AL,A,21,941,216,0
10/8/20,AL,A,36,557,74,0
10/9/20,AL,A,16,1490,0,0
10/10/20,AL,A,11,1061,190,0
10/11/20,AL,A,0,816,0,0
10/12/20,AL,A,1,734,0,0
10/13/20,AL,A,0,1117,261,0
10/14/20,AL,A,41,784,195,0
10/15/20,AL,A,50,1185,0,0
10/16/20,AL,A,30,1212,220,0
10/17/20,AL,A,2,1288,0,0
10/18/20,AL,A,0,964,0,0
10/19/20,AL,A,1,859,226,0
10/20/20,AL,A,16,1043,0,0
10/21/20,AL,A,0,0,249,0
10/22/20,AL,A,38,2536,118,0
10/23/20,AL,A,16,3852,147,0
10/24/20,AL,A,7,2360,0,0
10/25/20,AL,A,0,1079,0,0
10/26/20,AL,A,0,967,379,0
10/27/20,AL,A,26,1115,0,0
10/28/20,AL,A,19,1269,142,0
10/29/20,AL,A,3,1443,130,0
10/30/20,AL,A,18,1347,204,0
10/31/20,AL,A,35,1789,0,0
11/1/20,AL,A,6,1700,0,0
11/2/20,AL,A,0,907,0,0
11/3/20,AL,A,14,1037,451,0
11/4/20,AL,A,19,1848,126,0
11/5/20,AL,A,20,1381,0,0
11/6/20,AL,A,23,1556,267,0
11/7/20,AL,A,33,1768,0,0
11/8/20,AL,A,2,1205,0,0
11/9/20,AL,A,0,1170,0,0
11/10/20,AL,A,36,1710,592,0
11/11/20,AL,A,81,2070,0,0
11/12/20,AL,A,12,2000,304,0
11/13/20,AL,A,18,2980,85,0
11/14/20,AL,A,15,2226,0,0
11/15/20,AL,A,2,1979,0,0
11/16/20,AL,A,1,1410,441,0
11/17/20,AL,A,52,1616,0,0
11/18/20,AL,A,46,2638,372,0
11/19/20,AL,A,72,2424,207,0
11/20/20,AL,A,32,2463,154,0
11/21/20,AL,A,6,2335,0,0
11/22/20,AL,A,0,1798,0,0
11/23/20,AL,A,2,1574,493,0
11/24/20,AL,A,13,2785,218,0
11/25/20,AL,A,60,2453,216,0
11/26/20,AL,A,40,2639,25,0
11/27/20,AL,A,0,917,50,0
11/28/20,AL,A,0,2119,219,0
11/29/20,AL,A,5,2236,0,0
11/30/20,AL,A,1,2295,668,0
12/1/20,AL,A,60,3376,272,0
12/2/20,AL,A,73,3928,211,0
12/3/20,AL,A,65,3531,241,0
12/4/20,AL,A,55,3840,269,0
12/5/20,AL,A,46,3390,0,0
12/6/20,AL,A,12,2288,0,0
12/7/20,AL,A,3,2352,713,0
12/8/20,AL,A,50,4436,279,0
12/9/20,AL,A,43,3522,295,0
12/10/20,AL,A,49,4735,0,0
12/11/20,AL,A,52,3853,528,0
12/12/20,AL,A,16,4066,0,0
12/13/20,AL,A,0,2790,0,0
12/14/20,AL,A,0,2264,767,0
12/15/20,AL,A,22,3638,346,0
12/16/20,AL,A,74,4107,300,0
12/17/20,AL,A,56,4695,0,0
12/18/20,AL,A,42,5348,665,0
12/19/20,AL,A,93,4221,0,0
12/20/20,AL,A,0,2548,0,0
12/21/20,AL,A,0,2380,770,0
12/22/20,AL,A,63,4979,311,0
12/23/20,AL,A,135,4758,346,0
12/24/20,AL,A,89,4232,303,0
12/25/20,AL,A,4,3625,0,0
12/26/20,AL,A,5,1032,161,0
12/27/20,AL,A,6,2170,0,0
12/28/20,AL,A,21,2269,884,0
12/29/20,AL,A,25,3907,453,0
12/30/20,AL,A,37,5016,379,0
12/31/20,AL,A,53,4406,353,0
1/1/21,AL,A,45,4521,189,0
1/2/21,AL,A,0,3711,0,0
1/3/21,AL,A,1,2476,0,0
1/4/21,AL,A,5,2161,1057,0
1/5/21,AL,A,8,5498,0,0
1/6/21,AL,A,108,4591,629,0
1/7/21,AL,A,86,5046,352,0
1/8/21,AL,A,111,5057,343,0
1/9/21,AL,A,108,4863,0,0
1/10/21,AL,A,35,2750,0,0
1/11/21,AL,A,13,2100,833,0
1/12/21,AL,A,226,3848,0,0
1/13/21,AL,A,187,3147,642,0
1/14/21,AL,A,185,3588,221,0
1/15/21,AL,A,85,2945,313,0
1/16/21,AL,A,89,3153,0,0
1/17/21,AL,A,1,1917,0,0
1/18/21,AL,A,1,1430,741,0
1/19/21,AL,A,5,2515,0,0
1/20/21,AL,A,157,3112,424,0
1/21/21,AL,A,96,2881,349,0
1/22/21,AL,A,107,3551,237,0
1/23/21,AL,A,171,3355,0,0
1/24/21,AL,A,3,1728,0,0
1/25/21,AL,A,2,1839,555,0
1/26/21,AL,A,234,2900,246,0
1/27/21,AL,A,276,3177,168,0
1/28/21,AL,A,168,3648,0,0
1/29/21,AL,A,226,2848,0,0
1/30/21,AL,A,0,0,376,0
1/31/21,AL,A,122,4057,0,0
2/1/21,AL,A,0,1221,0,0
2/2/21,AL,A,206,2078,469,0
2/3/21,AL,A,309,2118,399,0
2/4/21,AL,A,162,2767,84,0
2/5/21,AL,A,84,1496,194,0
2/6/21,AL,A,64,1992,0,0
2/7/21,AL,A,2,1112,0,0
3/6/20,AR,unknown,0,0,0,6
3/7/20,AR,unknown,0,0,0,0
3/8/20,AR,unknown,0,0,0,0
3/9/20,AR,unknown,0,0,0,6
3/10/20,AR,unknown,0,0,0,0
3/11/20,AR,unknown,0,0,0,0
3/12/20,AR,unknown,0,6,0,18
3/13/20,AR,unknown,0,3,0,9
3/14/20,AR,unknown,0,3,0,38
3/15/20,AR,unknown,0,4,0,42
3/16/20,AR,unknown,0,6,0,35
3/17/20,AR,unknown,0,0,0,65
3/18/20,AR,unknown,0,11,0,50
3/19/20,AR,unknown,0,13,0,87
3/20/20,AR,unknown,0,50,0,91
3/21/20,AR,unknown,0,22,0,238
3/22/20,AR,unknown,0,47,0,191
3/23/20,AR,A,0,9,0,204
3/24/20,AR,A,0,44,0,85
3/25/20,AR,A,2,62,0,552
3/26/20,AR,A,1,55,0,122
3/27/20,AR,A,0,46,0,87
3/28/20,AR,A,2,23,0,1416
3/29/20,AR,A,1,22,0,111
3/30/20,AR,A,1,47,0,2282
3/31/20,AR,A,1,50,0,747
4/1/20,AR,A,2,61,90,1456
4/2/20,AR,A,2,59,10,585
