name,state,staff_tests,total_staff_cases,staff_recovered,total_staff_deaths,prisoner_tests,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,as_of_date,as_of_date_month_year,year,month,region
South Carolina,SC,425,500,445,2,7795,2280,1791,31,10/13/20,10-2020,2020,10,South
South Carolina,SC,425,491,430,2,7795,2203,1600,31,10/6/20,10-2020,2020,10,South
South Carolina,SC,425,564,524,2,8350,2410,2215,31,11/24/20,11-2020,2020,11,South
South Carolina,SC,425,549,513,2,8350,2396,2162,31,11/17/20,11-2020,2020,11,South
South Carolina,SC,425,537,511,2,8350,2378,2105,31,11/10/20,11-2020,2020,11,South
South Carolina,SC,425,528,494,2,8045,2356,2074,31,11/3/20,11-2020,2020,11,South
South Carolina,SC,425,700,589,2,8577,2489,2332,34,12/29/20,12-2020,2020,12,South
South Carolina,SC,425,643,576,2,8569,2453,2299,34,12/22/20,12-2020,2020,12,South
South Carolina,SC,425,623,564,2,8506,2448,2299,33,12/15/20,12-2020,2020,12,South
South Carolina,SC,425,584,544,2,8427,2418,2218,33,12/9/20,12-2020,2020,12,South
South Carolina,SC,425,574,529,2,20607,2411,2215,32,12/1/20,12-2020,2020,12,South
South Dakota,SD,36,2,3,0,74,1,2,0,3/26/20,03-2020,2020,3,Midwest
South Dakota,SD,36,2,3,0,74,2,2,0,4/29/20,04-2020,2020,4,Midwest
South Dakota,SD,36,2,3,0,74,2,2,0,4/23/20,04-2020,2020,4,Midwest
South Dakota,SD,36,2,3,0,74,2,2,0,4/15/20,04-2020,2020,4,Midwest
South Dakota,SD,36,2,3,0,74,1,2,0,4/8/20,04-2020,2020,4,Midwest
South Dakota,SD,36,2,3,0,74,1,2,0,4/1/20,04-2020,2020,4,Midwest
South Dakota,SD,54,3,3,0,90,3,2,0,5/27/20,05-2020,2020,5,Midwest
South Dakota,SD,52,3,3,0,87,2,2,0,5/20/20,05-2020,2020,5,Midwest
South Dakota,SD,50,3,3,0,86,2,2,0,5/14/20,05-2020,2020,5,Midwest
South Dakota,SD,46,3,3,0,82,2,2,0,5/6/20,05-2020,2020,5,Midwest
South Dakota,SD,63,5,5,0,123,4,4,0,6/30/20,06-2020,2020,6,Midwest
South Dakota,SD,60,5,4,0,117,4,4,0,6/23/20,06-2020,2020,6,Midwest
South Dakota,SD,58,5,4,0,115,4,4,0,6/16/20,06-2020,2020,6,Midwest
South Dakota,SD,55,4,3,0,109,4,3,0,6/9/20,06-2020,2020,6,Midwest
South Dakota,SD,54,3,3,0,94,3,3,0,6/2/20,06-2020,2020,6,Midwest
South Dakota,SD,67,6,5,0,133,5,4,0,7/28/20,07-2020,2020,7,Midwest
South Dakota,SD,67,6,5,0,131,4,4,0,7/21/20,07-2020,2020,7,Midwest
South Dakota,SD,64,5,5,0,130,4,4,0,7/13/20,07-2020,2020,7,Midwest
South Dakota,SD,64,5,5,0,130,4,4,0,7/7/20,07-2020,2020,7,Midwest
South Dakota,SD,89,9,8,0,208,5,5,0,8/25/20,08-2020,2020,8,Midwest
South Dakota,SD,88,9,8,0,181,5,5,0,8/18/20,08-2020,2020,8,Midwest
South Dakota,SD,87,8,6,0,166,5,5,0,8/11/20,08-2020,2020,8,Midwest
South Dakota,SD,77,8,6,0,133,5,5,0,8/3/20,08-2020,2020,8,Midwest
South Dakota,SD,146,30,22,0,604,192,116,0,9/29/20,09-2020,2020,9,Midwest
South Dakota,SD,129,23,16,0,442,124,10,0,9/22/20,09-2020,2020,9,Midwest
South Dakota,SD,112,16,12,0,284,25,10,0,9/15/20,09-2020,2020,9,Midwest
South Dakota,SD,105,12,11,0,253,10,6,0,9/8/20,09-2020,2020,9,Midwest
South Dakota,SD,100,11,9,0,243,6,5,0,9/2/20,09-2020,2020,9,Midwest
South Dakota,SD,255,94,44,0,2784,1588,402,0,10/27/20,10-2020,2020,10,Midwest
South Dakota,SD,198,54,40,0,1017,442,247,0,10/20/20,10-2020,2020,10,Midwest
South Dakota,SD,177,44,36,0,768,256,225,0,10/13/20,10-2020,2020,10,Midwest
South Dakota,SD,159,35,29,0,752,245,180,0,10/6/20,10-2020,2020,10,Midwest
South Dakota,SD,353,159,146,0,4576,2104,2038,3,11/24/20,11-2020,2020,11,Midwest
South Dakota,SD,345,154,133,0,4366,2078,1849,3,11/17/20,11-2020,2020,11,Midwest
South Dakota,SD,321,144,96,0,4179,2009,1768,1,11/10/20,11-2020,2020,11,Midwest
South Dakota,SD,298,128,76,0,3886,1791,1337,0,11/3/20,11-2020,2020,11,Midwest
South Dakota,SD,389,176,174,0,6413,2329,2321,5,12/29/20,12-2020,2020,12,Midwest
South Dakota,SD,387,175,171,0,6301,2329,2299,5,12/22/20,12-2020,2020,12,Midwest
South Dakota,SD,382,172,169,0,5924,2305,2282,5,12/15/20,12-2020,2020,12,Midwest
South Dakota,SD,379,171,160,0,5452,2287,2150,4,12/8/20,12-2020,2020,12,Midwest
South Dakota,SD,369,164,155,0,4909,2159,2079,4,12/1/20,12-2020,2020,12,Midwest
Tennessee,TN,0,0,47,0,0,0,2593,0,3/26/20,03-2020,2020,3,South
Tennessee,TN,4526,55,47,0,3834,759,2593,0,4/29/20,04-2020,2020,4,South
Tennessee,TN,4526,35,47,0,3239,211,2593,0,4/22/20,04-2020,2020,4,South
Tennessee,TN,4526,0,47,0,69,7,2593,0,4/15/20,04-2020,2020,4,South
Tennessee,TN,4526,0,47,0,69,1,2593,0,4/9/20,04-2020,2020,4,South
Tennessee,TN,4526,0,47,0,69,0,2593,0,4/1/20,04-2020,2020,4,South
Tennessee,TN,4526,79,47,0,20816,2661,2593,4,5/27/20,05-2020,2020,5,South
Tennessee,TN,4526,74,47,0,20752,2649,2593,4,5/20/20,05-2020,2020,5,South
Tennessee,TN,4526,64,47,0,19424,2574,2593,3,5/13/20,05-2020,2020,5,South
Tennessee,TN,4526,55,47,0,5962,1959,2593,1,5/5/20,05-2020,2020,5,South
Tennessee,TN,4905,99,93,0,23143,3173,3166,4,6/30/20,06-2020,2020,6,South
Tennessee,TN,4905,99,93,0,23141,3171,3078,4,6/23/20,06-2020,2020,6,South
Tennessee,TN,4905,97,75,0,22987,3137,3076,4,6/16/20,06-2020,2020,6,South
Tennessee,TN,4905,97,69,0,22840,3079,2653,4,6/9/20,06-2020,2020,6,South
Tennessee,TN,4526,94,61,0,22123,2888,2652,4,6/3/20,06-2020,2020,6,South
Tennessee,TN,5014,158,112,0,23477,3213,3185,5,7/28/20,07-2020,2020,7,South
Tennessee,TN,4905,133,102,0,23438,3195,3183,4,7/21/20,07-2020,2020,7,South
Tennessee,TN,4905,121,98,0,23353,3186,3173,4,7/13/20,07-2020,2020,7,South
Tennessee,TN,4905,113,98,0,23352,3184,3173,4,7/7/20,07-2020,2020,7,South
Tennessee,TN,5231,274,163,1,24618,3367,3259,9,8/25/20,08-2020,2020,8,South
Tennessee,TN,5186,237,153,1,23964,3318,3245,9,8/18/20,08-2020,2020,8,South
Tennessee,TN,5151,200,140,0,23673,3267,3214,8,8/11/20,08-2020,2020,8,South
Tennessee,TN,5014,183,125,0,23526,3221,3204,5,8/4/20,08-2020,2020,8,South
Tennessee,TN,5903,507,410,2,29716,5329,5254,20,9/30/20,09-2020,2020,9,South
Tennessee,TN,5888,483,315,2,29578,5328,5163,17,9/22/20,09-2020,2020,9,South
Tennessee,TN,5297,403,280,2,29151,5183,4577,16,9/15/20,09-2020,2020,9,South
Tennessee,TN,5266,312,250,1,29098,4986,3409,15,9/9/20,09-2020,2020,9,South
Tennessee,TN,5254,308,196,1,26102,4560,3354,12,9/1/20,09-2020,2020,9,South
Tennessee,TN,7453,540,442,2,33215,5686,5588,27,10/27/20,10-2020,2020,10,South
Tennessee,TN,7453,540,442,2,31129,5613,5328,27,10/20/20,10-2020,2020,10,South
Tennessee,TN,7453,540,442,2,31129,5586,5328,25,10/15/20,10-2020,2020,10,South
Tennessee,TN,7453,540,442,2,30414,5555,5306,22,10/7/20,10-2020,2020,10,South
Tennessee,TN,8141,795,681,2,34690,5941,5715,27,11/17/20,11-2020,2020,11,South
Tennessee,TN,7579,708,645,2,33907,5705,5687,27,11/10/20,11-2020,2020,11,South
Tennessee,TN,7579,708,645,2,33907,5705,5687,27,11/6/20,11-2020,2020,11,South
Tennessee,TN,8754,1148,916,3,35371,6211,6069,32,12/29/20,12-2020,2020,12,South
Tennessee,TN,8754,1136,899,2,35371,6194,6058,31,12/22/20,12-2020,2020,12,South
Tennessee,TN,8554,1051,853,2,35371,6137,6032,29,12/15/20,12-2020,2020,12,South
Tennessee,TN,8554,929,784,2,35371,6075,5995,28,12/9/20,12-2020,2020,12,South
Tennessee,TN,8141,795,681,2,35371,6025,5960,28,12/2/20,12-2020,2020,12,South
Texas,TX,405,2,470,0,25,1,1349,0,3/26/20,03-2020,2020,3,South
Texas,TX,1795,381,470,5,1697,1050,1349,12,4/29/20,04-2020,2020,4,South
Texas,TX,1299,252,470,2,1053,594,1349,5,4/22/20,04-2020,2020,4,South
Texas,TX,940,137,470,1,524,284,1349,4,4/15/20,04-2020,2020,4,South
Texas,TX,405,51,470,1,234,47,1349,1,4/8/20,04-2020,2020,4,South
Texas,TX,405,13,470,0,59,3,1349,0,4/1/20,04-2020,2020,4,South
Texas,TX,17123,878,470,7,51536,4440,1349,36,5/27/20,05-2020,2020,5,South
Texas,TX,12952,750,470,7,41223,2214,1349,32,5/20/20,05-2020,2020,5,South
Texas,TX,5142,697,470,7,9476,1798,1349,30,5/14/20,05-2020,2020,5,South
Texas,TX,2379,504,470,5,2134,1336,1349,23,5/6/20,05-2020,2020,5,South
Texas,TX,35407,1455,928,8,117639,8240,6790,79,6/29/20,06-2020,2020,6,South
Texas,TX,32115,1237,846,8,108367,7575,6255,69,6/23/20,06-2020,2020,6,South
Texas,TX,31715,1129,763,8,107696,7467,4824,54,6/16/20,06-2020,2020,6,South
Texas,TX,28705,1053,630,7,96894,6998,2669,46,6/9/20,06-2020,2020,6,South
Texas,TX,20180,966,470,7,62937,6592,1550,40,6/2/20,06-2020,2020,6,South
Texas,TX,50607,3213,1860,14,161371,15241,10686,101,7/28/20,07-2020,2020,7,South
Texas,TX,46150,2801,1562,11,147971,13454,9963,94,7/21/20,07-2020,2020,7,South
Texas,TX,41814,2160,1165,9,137831,12071,7703,94,7/14/20,07-2020,2020,7,South
Texas,TX,38460,1782,999,9,128796,9592,7376,88,7/7/20,07-2020,2020,7,South
Texas,TX,61525,4265,3159,20,188613,19599,17649,132,8/25/20,08-2020,2020,8,South
Texas,TX,58767,4059,2848,20,181858,18756,15656,119,8/18/20,08-2020,2020,8,South
Texas,TX,57681,3847,2468,16,179134,18495,14573,111,8/11/20,08-2020,2020,8,South
Texas,TX,55467,3546,2185,14,174407,17068,12493,111,8/4/20,08-2020,2020,8,South
Texas,TX,69992,4804,3850,20,206751,22746,20598,157,9/29/20,09-2020,2020,9,South
Texas,TX,68619,4717,3727,20,203441,21653,20249,151,9/22/20,09-2020,2020,9,South
Texas,TX,66359,4626,3625,20,201004,21562,19680,151,9/15/20,09-2020,2020,9,South
Texas,TX,65383,4518,3447,20,199135,21399,18643,142,9/8/20,09-2020,2020,9,South
Texas,TX,63488,4368,3337,20,194412,20617,17879,136,9/1/20,09-2020,2020,9,South
Texas,TX,76599,5438,4753,21,217018,23362,21133,163,10/27/20,10-2020,2020,10,South
Texas,TX,70939,5198,4627,21,214466,23283,21021,157,10/20/20,10-2020,2020,10,South
Texas,TX,70663,4988,4068,21,212234,23137,20738,157,10/13/20,10-2020,2020,10,South
Texas,TX,70425,4892,3973,21,210411,23065,20673,157,10/6/20,10-2020,2020,10,South
Texas,TX,90545,6591,5487,23,244243,26373,22491,167,11/24/20,11-2020,2020,11,South
Texas,TX,85017,6222,5226,23,233993,25781,22412,165,11/17/20,11-2020,2020,11,South
Texas,TX,81982,5892,5020,21,230577,25548,22357,163,11/10/20,11-2020,2020,11,South
Texas,TX,78332,5599,4854,21,221090,23429,22244,163,11/3/20,11-2020,2020,11,South
Texas,TX,116345,8463,7003,30,291661,28421,25560,177,12/29/20,12-2020,2020,12,South
Texas,TX,111117,8058,6772,28,276831,27640,25412,177,12/22/20,12-2020,2020,12,South
Texas,TX,102070,7610,6535,27,263704,27171,24058,172,12/15/20,12-2020,2020,12,South
Texas,TX,97575,7317,6191,25,256286,26807,23821,167,12/8/20,12-2020,2020,12,South
Texas,TX,93239,6895,5759,23,247831,26473,23617,167,12/1/20,12-2020,2020,12,South
Utah,UT,,2,4,0,79,0,10,0,3/26/20,03-2020,2020,3,West
Utah,UT,,2,4,0,95,10,10,0,4/29/20,04-2020,2020,4,West
Utah,UT,,2,4,0,79,10,10,0,4/22/20,04-2020,2020,4,West
Utah,UT,,2,4,0,79,9,10,0,4/15/20,04-2020,2020,4,West
Utah,UT,,2,4,0,79,2,10,0,4/8/20,04-2020,2020,4,West
Utah,UT,,2,4,0,79,2,10,0,4/1/20,04-2020,2020,4,West
Utah,UT,,4,4,0,182,10,10,0,5/27/20,05-2020,2020,5,West
Utah,UT,,4,4,0,123,10,10,0,5/20/20,05-2020,2020,5,West
Utah,UT,,4,4,0,115,10,10,0,5/13/20,05-2020,2020,5,West
Utah,UT,,4,4,0,101,10,10,0,5/6/20,05-2020,2020,5,West
Utah,UT,,4,4,0,544,28,12,0,6/30/20,06-2020,2020,6,West
Utah,UT,,4,4,0,364,14,10,0,6/22/20,06-2020,2020,6,West
Utah,UT,,4,4,0,315,14,10,0,6/15/20,06-2020,2020,6,West
Utah,UT,,4,4,0,315,14,10,0,6/9/20,06-2020,2020,6,West
Utah,UT,,4,4,0,211,11,10,0,6/2/20,06-2020,2020,6,West
Utah,UT,,4,4,0,796,41,15,0,7/29/20,07-2020,2020,7,West
Utah,UT,,4,4,0,687,38,14,0,7/20/20,07-2020,2020,7,West
Utah,UT,,4,4,0,685,38,13,0,7/13/20,07-2020,2020,7,West
Utah,UT,,4,4,0,546,30,13,0,7/6/20,07-2020,2020,7,West
Utah,UT,,4,4,0,1220,46,45,0,8/24/20,08-2020,2020,8,West
Utah,UT,,4,4,0,1160,46,43,0,8/18/20,08-2020,2020,8,West
Utah,UT,,4,4,0,949,46,41,0,8/10/20,08-2020,2020,8,West
Utah,UT,,4,4,0,892,43,40,0,8/3/20,08-2020,2020,8,West
Utah,UT,,42,28,0,1931,120,49,0,9/29/20,09-2020,2020,9,West
Utah,UT,,42,28,0,1636,66,48,0,9/21/20,09-2020,2020,9,West
Utah,UT,,29,27,0,1528,63,46,0,9/14/20,09-2020,2020,9,West
Utah,UT,,4,27,0,1417,60,46,0,9/8/20,09-2020,2020,9,West
Utah,UT,,4,4,0,1357,46,46,0,9/1/20,09-2020,2020,9,West
Utah,UT,,76,61,0,2698,347,111,0,10/27/20,10-2020,2020,10,West
Utah,UT,,76,61,0,2698,347,111,0,10/20/20,10-2020,2020,10,West
Utah,UT,,63,28,0,2592,343,66,0,10/14/20,10-2020,2020,10,West
Utah,UT,,56,28,0,2260,271,66,0,10/7/20,10-2020,2020,10,West
Utah,UT,,168,120,0,9993,1461,716,9,11/30/20,11-2020,2020,11,West
Utah,UT,,168,120,0,9022,1289,707,9,11/25/20,11-2020,2020,11,West
Utah,UT,,129,92,0,7063,1161,358,9,11/18/20,11-2020,2020,11,West
Utah,UT,,103,70,0,4115,886,358,0,11/9/20,11-2020,2020,11,West
Utah,UT,,80,66,0,3465,642,355,0,11/3/20,11-2020,2020,11,West
Utah,UT,,286,223,0,17222,2867,1634,12,12/29/20,12-2020,2020,12,West
Utah,UT,,252,205,0,16476,2627,1622,11,12/21/20,12-2020,2020,12,West
Utah,UT,,242,172,0,13663,2282,1050,10,12/16/20,12-2020,2020,12,West
Utah,UT,,210,166,0,12429,1906,753,9,12/8/20,12-2020,2020,12,West
Vermont,VT,154,2,18,0,2,0,43,0,3/26/20,03-2020,2020,3,Northeast
Vermont,VT,154,18,18,0,378,38,43,0,4/29/20,04-2020,2020,4,Northeast
Vermont,VT,154,18,18,0,221,38,43,0,4/22/20,04-2020,2020,4,Northeast
Vermont,VT,154,18,18,0,206,33,43,0,4/14/20,04-2020,2020,4,Northeast
Vermont,VT,154,4,18,0,200,1,43,0,4/9/20,04-2020,2020,4,Northeast
Vermont,VT,154,2,18,0,2,0,43,0,4/2/20,04-2020,2020,4,Northeast
Vermont,VT,798,20,18,0,660,45,43,0,5/27/20,05-2020,2020,5,Northeast
Vermont,VT,798,20,18,0,318,45,43,0,5/20/20,05-2020,2020,5,Northeast
Vermont,VT,798,20,18,0,223,45,43,0,5/13/20,05-2020,2020,5,Northeast
Vermont,VT,154,19,18,0,384,45,43,0,5/6/20,05-2020,2020,5,Northeast
Vermont,VT,1309,20,19,0,2156,47,45,0,6/30/20,06-2020,2020,6,Northeast
Vermont,VT,971,20,19,0,1888,47,43,0,6/24/20,06-2020,2020,6,Northeast
Vermont,VT,971,20,19,0,1230,45,43,0,6/16/20,06-2020,2020,6,Northeast
Vermont,VT,798,20,19,0,1432,45,43,0,6/9/20,06-2020,2020,6,Northeast
Vermont,VT,798,20,19,0,872,45,43,0,6/2/20,06-2020,2020,6,Northeast
Vermont,VT,1309,20,19,0,2919,48,46,0,7/28/20,07-2020,2020,7,Northeast
Vermont,VT,1309,20,19,0,2778,48,45,0,7/21/20,07-2020,2020,7,Northeast
Vermont,VT,1309,20,19,0,2646,47,45,0,7/14/20,07-2020,2020,7,Northeast
Vermont,VT,1309,20,19,0,2250,47,45,0,7/7/20,07-2020,2020,7,Northeast
Vermont,VT,1755,22,21,0,4659,240,206,0,8/25/20,08-2020,2020,8,Northeast
Vermont,VT,1606,22,20,0,4171,239,171,0,8/18/20,08-2020,2020,8,Northeast
Vermont,VT,1525,21,20,0,3884,201,49,0,8/11/20,08-2020,2020,8,Northeast
Vermont,VT,1449,20,20,0,3617,149,46,0,8/4/20,08-2020,2020,8,Northeast
Vermont,VT,2022,22,22,0,6205,240,238,0,9/29/20,09-2020,2020,9,Northeast
Vermont,VT,2022,22,22,0,5945,240,238,0,9/22/20,09-2020,2020,9,Northeast
Vermont,VT,2022,22,21,0,5462,240,236,0,9/15/20,09-2020,2020,9,Northeast
Vermont,VT,2022,22,21,0,5024,240,233,0,9/8/20,09-2020,2020,9,Northeast
Vermont,VT,1879,22,21,0,4900,240,231,0,9/1/20,09-2020,2020,9,Northeast
Vermont,VT,2022,23,23,0,7418,240,238,0,10/27/20,10-2020,2020,10,Northeast
Vermont,VT,2022,22,22,0,7171,240,238,0,10/20/20,10-2020,2020,10,Northeast
Vermont,VT,2022,22,22,0,6866,240,238,0,10/13/20,10-2020,2020,10,Northeast
Vermont,VT,2022,22,22,0,6676,240,238,0,10/6/20,10-2020,2020,10,Northeast
Vermont,VT,2022,25,24,0,8543,241,238,0,11/24/20,11-2020,2020,11,Northeast
Vermont,VT,2022,25,24,0,8117,240,238,0,11/17/20,11-2020,2020,11,Northeast
Vermont,VT,2022,24,24,0,7844,240,238,0,11/10/20,11-2020,2020,11,Northeast
Vermont,VT,2022,24,23,0,7650,240,238,0,11/3/20,11-2020,2020,11,Northeast
Vermont,VT,2022,32,30,0,10991,242,240,0,12/29/20,12-2020,2020,12,Northeast
Vermont,VT,2022,30,29,0,10430,242,240,0,12/22/20,12-2020,2020,12,Northeast
Vermont,VT,2022,29,28,0,9807,241,230,0,12/15/20,12-2020,2020,12,Northeast
Vermont,VT,2022,29,26,0,9317,241,239,0,12/8/20,12-2020,2020,12,Northeast
Vermont,VT,2022,27,24,0,8820,241,239,0,12/1/20,12-2020,2020,12,Northeast
Virginia,VA,7525,0,187,0,2,0,613,0,3/26/20,03-2020,2020,3,South
Virginia,VA,7525,65,187,0,5605,479,613,3,4/29/20,04-2020,2020,4,South
Virginia,VA,7525,57,187,0,5605,236,613,1,4/22/20,04-2020,2020,4,South
Virginia,VA,7525,34,187,0,5605,53,613,1,4/15/20,04-2020,2020,4,South
Virginia,VA,7525,21,187,0,5605,21,613,0,4/9/20,04-2020,2020,4,South
Virginia,VA,7525,4,187,0,5605,3,613,0,4/1/20,04-2020,2020,4,South
Virginia,VA,7525,115,187,0,12000,1149,613,6,5/27/20,05-2020,2020,5,South
Virginia,VA,7525,74,187,0,8124,902,613,5,5/20/20,05-2020,2020,5,South
Virginia,VA,7525,73,187,0,5605,725,613,5,5/13/20,05-2020,2020,5,South
Virginia,VA,7525,65,187,0,5605,580,613,3,5/6/20,05-2020,2020,5,South
Virginia,VA,7525,343,272,0,22929,1512,1389,11,6/30/20,06-2020,2020,6,South
Virginia,VA,7525,317,229,0,22929,1494,1073,10,6/23/20,06-2020,2020,6,South
Virginia,VA,7525,301,187,0,21295,1328,947,9,6/16/20,06-2020,2020,6,South
Virginia,VA,7525,301,187,0,19673,1295,843,9,6/9/20,06-2020,2020,6,South
Virginia,VA,7525,140,187,0,19673,1228,671,9,6/1/20,06-2020,2020,6,South
Virginia,VA,7525,478,346,0,28590,1876,1484,13,7/29/20,07-2020,2020,7,South
Virginia,VA,7525,435,322,0,25567,1821,1472,13,7/21/20,07-2020,2020,7,South
Virginia,VA,7525,388,307,0,25352,1530,1452,11,7/14/20,07-2020,2020,7,South
Virginia,VA,7525,369,293,0,25328,1516,1453,11,7/7/20,07-2020,2020,7,South
Virginia,VA,9245,646,583,0,35361,2621,2490,13,8/25/20,08-2020,2020,8,South
Virginia,VA,8020,603,486,0,31815,2555,2036,13,8/18/20,08-2020,2020,8,South
Virginia,VA,7525,569,456,0,31815,2406,2036,13,8/13/20,08-2020,2020,8,South
Virginia,VA,7525,520,392,0,29642,2151,1507,13,8/4/20,08-2020,2020,8,South
Virginia,VA,16092,774,706,1,39260,3639,3276,31,9/29/20,09-2020,2020,9,South
Virginia,VA,16092,761,662,1,38722,3542,2761,24,9/22/20,09-2020,2020,9,South
Virginia,VA,16092,720,636,1,37816,3127,2697,19,9/15/20,09-2020,2020,9,South
Virginia,VA,16092,720,636,1,37816,2972,2697,15,9/8/20,09-2020,2020,9,South
Virginia,VA,9245,646,583,0,35361,2710,2490,14,9/1/20,09-2020,2020,9,South
Virginia,VA,16092,867,796,1,45214,3919,3662,33,10/28/20,10-2020,2020,10,South
Virginia,VA,16092,825,777,1,42748,3856,3657,33,10/21/20,10-2020,2020,10,South
Virginia,VA,16092,804,759,1,42318,3719,3564,33,10/13/20,10-2020,2020,10,South
Virginia,VA,16092,792,748,1,42287,3698,3477,33,10/6/20,10-2020,2020,10,South
Virginia,VA,16092,1020,906,1,54030,4590,4100,34,11/24/20,11-2020,2020,11,South
Virginia,VA,16092,1020,906,1,54030,4260,4100,34,11/17/20,11-2020,2020,11,South
Virginia,VA,16092,1020,906,1,54030,4190,4100,33,11/10/20,11-2020,2020,11,South
Virginia,VA,16092,885,811,1,47204,3971,3766,33,11/3/20,11-2020,2020,11,South
Virginia,VA,16092,1741,1370,2,73256,7080,5860,45,12/29/20,12-2020,2020,12,South
Virginia,VA,16092,1566,1241,1,71205,6740,5178,39,12/22/20,12-2020,2020,12,South
Virginia,VA,16092,1406,1114,1,66757,6132,4766,35,12/15/20,12-2020,2020,12,South
Virginia,VA,16092,1251,1024,1,63211,5213,4515,35,12/9/20,12-2020,2020,12,South
Virginia,VA,16092,1107,958,1,55872,4706,4312,34,12/2/20,12-2020,2020,12,South
Washington,WA,,4,,0,71,0,200,0,3/26/20,03-2020,2020,3,West
Washington,WA,,32,,0,323,18,200,0,4/29/20,04-2020,2020,4,West
Washington,WA,,24,,0,303,13,200,0,4/22/20,04-2020,2020,4,West
Washington,WA,,14,,0,257,11,200,0,4/15/20,04-2020,2020,4,West
Washington,WA,,14,,0,221,7,200,0,4/8/20,04-2020,2020,4,West
Washington,WA,,8,,0,131,1,200,0,4/1/20,04-2020,2020,4,West
Washington,WA,,43,,1,456,41,200,0,5/27/20,05-2020,2020,5,West
Washington,WA,,42,,1,423,34,200,0,5/20/20,05-2020,2020,5,West
Washington,WA,,40,,1,379,26,200,0,5/13/20,05-2020,2020,5,West
Washington,WA,,35,,0,350,24,200,0,5/6/20,05-2020,2020,5,West
Washington,WA,,93,,1,2554,204,200,2,6/30/20,06-2020,2020,6,West
Washington,WA,,83,,1,699,131,200,1,6/23/20,06-2020,2020,6,West
Washington,WA,,76,,1,606,112,200,0,6/16/20,06-2020,2020,6,West
Washington,WA,,69,,1,540,82,200,0,6/9/20,06-2020,2020,6,West
Washington,WA,,49,,1,494,56,200,0,6/2/20,06-2020,2020,6,West
Washington,WA,,123,,1,3375,315,200,2,7/28/20,07-2020,2020,7,West
Washington,WA,,111,,1,3026,303,200,2,7/21/20,07-2020,2020,7,West
Washington,WA,,104,,1,2937,277,200,2,7/14/20,07-2020,2020,7,West
Washington,WA,,99,,1,2533,255,200,2,7/7/20,07-2020,2020,7,West
Washington,WA,,151,,1,4794,431,368,2,8/25/20,08-2020,2020,8,West
Washington,WA,,145,,1,4666,424,344,2,8/18/20,08-2020,2020,8,West
Washington,WA,,139,,1,4327,377,306,2,8/11/20,08-2020,2020,8,West
Washington,WA,,133,,1,3904,360,296,2,8/4/20,08-2020,2020,8,West
Washington,WA,,176,,1,5344,472,453,2,9/29/20,09-2020,2020,9,West
Washington,WA,,172,,1,5311,454,449,2,9/22/20,09-2020,2020,9,West
Washington,WA,,167,,1,5115,454,439,2,9/17/20,09-2020,2020,9,West
Washington,WA,,158,,1,4975,451,425,2,9/8/20,09-2020,2020,9,West
Washington,WA,,156,,1,4859,447,414,2,9/1/20,09-2020,2020,9,West
Washington,WA,,196,,1,6110,516,493,2,10/27/20,10-2020,2020,10,West
Washington,WA,,187,,1,5813,499,482,2,10/20/20,10-2020,2020,10,West
Washington,WA,,181,,1,5805,492,459,2,10/13/20,10-2020,2020,10,West
Washington,WA,,181,,1,5551,486,455,2,10/6/20,10-2020,2020,10,West
Washington,WA,,324,,1,6337,731,513,3,11/24/20,11-2020,2020,11,West
Washington,WA,,274,,1,6216,610,512,2,11/17/20,11-2020,2020,11,West
Washington,WA,,241,,1,6143,537,507,2,11/10/20,11-2020,2020,11,West
Washington,WA,,207,,1,6137,531,495,2,11/3/20,11-2020,2020,11,West
Washington,WA,,790,,1,9936,4330,1945,5,12/29/20,12-2020,2020,12,West
Washington,WA,,706,,1,9276,3630,1371,5,12/22/20,12-2020,2020,12,West
Washington,WA,,552,,1,8236,2630,899,4,12/15/20,12-2020,2020,12,West
Washington,WA,,441,,1,7675,2069,686,3,12/8/20,12-2020,2020,12,West
Washington,WA,,363,,1,6542,936,550,3,12/1/20,12-2020,2020,12,West
West Virginia,WV,203,0,1,0,30,0,0,0,3/26/20,03-2020,2020,3,South
West Virginia,WV,203,1,1,0,30,0,0,0,4/29/20,04-2020,2020,4,South
West Virginia,WV,203,1,1,0,30,0,0,0,4/22/20,04-2020,2020,4,South
West Virginia,WV,203,0,1,0,30,0,0,0,4/15/20,04-2020,2020,4,South
West Virginia,WV,203,0,1,0,30,0,0,0,4/8/20,04-2020,2020,4,South
West Virginia,WV,203,0,1,0,30,0,0,0,4/1/20,04-2020,2020,4,South
West Virginia,WV,245,9,1,0,1117,102,0,0,5/27/20,05-2020,2020,5,South
West Virginia,WV,203,3,1,0,48,2,0,0,5/20/20,05-2020,2020,5,South
West Virginia,WV,203,1,1,0,39,0,0,0,5/13/20,05-2020,2020,5,South
West Virginia,WV,203,1,1,0,34,0,0,0,5/6/20,05-2020,2020,5,South
West Virginia,WV,4235,16,14,0,5115,126,125,0,6/30/20,06-2020,2020,6,South
West Virginia,WV,4219,16,14,0,5095,126,124,0,6/23/20,06-2020,2020,6,South
West Virginia,WV,4158,15,9,0,5084,126,119,0,6/16/20,06-2020,2020,6,South
West Virginia,WV,2648,9,8,0,3166,122,116,0,6/9/20,06-2020,2020,6,South
